date;div
14/07/2017;0.067400
18/04/2017;0.070800
16/01/2017;0.079100
14/10/2016;0.075700
14/07/2016;0.078400
14/04/2016;0.078000
15/01/2016;0.085300
14/10/2015;0.117100
14/07/2015;0.077100
14/04/2015;0.085900
16/01/2015;0.092700
14/10/2014;0.099400
14/07/2014;0.119100
14/04/2014;0.154600
