"","8Fundos DEF","8Fundos EW","8Fundos AGR"
"2013-09-03",96.98,98.3,98.56
"2013-09-04",96.99,98.45,98.86
"2013-09-05",96.9,98.56,99.08
"2013-09-06",97.13,98.77,99.25
"2013-09-09",97.32,98.97,99.45
"2013-09-10",97.52,99.43,100.12
"2013-09-11",97.64,99.56,100.23
"2013-09-12",97.75,99.63,100.22
"2013-09-13",97.88,99.8,100.47
"2013-09-16",98.16,100.13,100.87
"2013-09-17",98.19,100.15,100.95
"2013-09-18",98.52,100.48,101.23
"2013-09-19",98.68,100.55,101.18
"2013-09-20",98.59,100.35,100.88
"2013-09-23",98.56,100.28,100.77
"2013-09-24",98.73,100.44,100.93
"2013-09-25",98.74,100.41,100.79
"2013-09-26",98.76,100.53,100.96
"2013-09-27",98.76,100.5,100.84
"2013-09-30",98.59,100.23,100.52
"2013-10-01",98.73,100.51,100.96
"2013-10-02",98.65,100.26,100.39
"2013-10-03",98.47,99.92,99.92
"2013-10-04",98.49,100.03,100.21
"2013-10-07",98.44,99.9,99.95
"2013-10-08",98.13,99.42,99.29
"2013-10-09",98.11,99.4,99.29
"2013-10-10",98.46,100,100.22
"2013-10-11",98.8,100.5,100.73
"2013-10-14",98.86,100.63,100.82
"2013-10-15",98.96,100.84,101.03
"2013-10-16",98.95,100.73,101.04
"2013-10-17",99.28,101.11,101.35
"2013-10-18",99.55,101.51,101.88
"2013-10-21",99.71,101.78,102.15
"2013-10-22",99.93,101.96,102.34
"2013-10-23",99.88,101.81,102.06
"2013-10-24",99.86,101.83,102.21
"2013-10-25",99.92,101.88,102.28
"2013-10-28",99.99,102.02,102.46
"2013-10-29",100.12,102.21,102.69
"2013-10-30",100.2,102.3,102.7
"2013-10-31",100.38,102.62,103.15
"2013-11-01",100.3,102.56,103.1
"2013-11-04",100.54,102.94,103.61
"2013-11-05",100.45,102.95,103.58
"2013-11-06",100.48,102.95,103.6
"2013-11-07",100.6,103.03,103.7
"2013-11-08",100.52,103.1,104.03
"2013-11-11",100.57,103.21,104.07
"2013-11-12",100.48,103.08,103.8
"2013-11-13",100.52,103.07,103.92
"2013-11-14",100.82,103.44,104.36
"2013-11-15",100.95,103.61,104.53
"2013-11-18",100.98,103.58,104.51
"2013-11-19",100.83,103.38,104.22
"2013-11-20",100.69,103.2,104.16
"2013-11-21",100.76,103.32,104.35
"2013-11-22",100.87,103.43,104.38
"2013-11-25",101.06,103.71,104.67
"2013-11-26",101.05,103.65,104.54
"2013-11-27",101.06,103.66,104.59
"2013-11-28",101.1,103.72,104.6
"2013-11-29",101.13,103.81,104.76
"2013-12-02",101.06,103.78,104.72
"2013-12-03",100.7,103.18,103.92
"2013-12-04",100.49,102.93,103.72
"2013-12-05",100.24,102.59,103.28
"2013-12-06",100.3,102.66,103.51
"2013-12-09",100.41,102.76,103.55
"2013-12-10",100.38,102.6,103.22
"2013-12-11",100.08,102.15,102.66
"2013-12-12",99.76,101.69,102.18
"2013-12-13",99.88,101.86,102.38
"2013-12-16",100.01,102.04,102.68
"2013-12-17",100.1,102.1,102.57
"2013-12-18",100.32,102.52,103.28
"2013-12-19",100.68,103.19,104.05
"2013-12-20",100.78,103.37,104.35
"2013-12-23",100.94,103.72,104.79
"2013-12-24",100.9,103.75,104.87
"2013-12-25",100.9,103.75,104.87
"2013-12-26",100.92,103.78,104.91
"2013-12-27",101.05,104,105.15
"2013-12-30",101.23,104.19,105.28
"2013-12-31",101.32,104.39,105.58
"2014-01-01",101.32,104.39,105.58
"2014-01-02",101.4,104.41,105.46
"2014-01-03",101.58,104.72,105.96
"2014-01-06",101.57,104.62,105.62
"2014-01-07",101.67,104.73,105.82
"2014-01-08",101.71,104.89,105.95
"2014-01-09",101.66,104.79,105.77
"2014-01-10",101.91,104.98,105.98
"2014-01-13",101.9,104.87,105.71
"2014-01-14",101.87,104.89,105.86
"2014-01-15",102.13,105.33,106.43
"2014-01-16",102.22,105.41,106.42
"2014-01-17",102.32,105.53,106.58
"2014-01-20",102.35,105.57,106.63
"2014-01-21",102.44,105.75,106.88
"2014-01-22",102.38,105.74,106.95
"2014-01-23",102.08,105.15,106.05
"2014-01-24",101.39,103.96,104.48
"2014-01-27",100.96,103.29,103.75
"2014-01-28",101.14,103.54,104.16
"2014-01-29",101.12,103.48,103.85
"2014-01-30",101.21,103.66,104.34
"2014-01-31",101.3,103.77,104.36
"2014-02-03",100.91,102.99,103.06
"2014-02-04",100.68,102.62,102.91
"2014-02-05",100.75,102.74,102.94
"2014-02-06",100.99,103.18,103.63
"2014-02-07",101.33,103.65,104.22
"2014-02-10",101.39,103.77,104.32
"2014-02-11",101.64,104.21,105.01
"2014-02-12",101.86,104.67,105.53
"2014-02-13",101.89,104.59,105.43
"2014-02-14",102.06,104.83,105.74
"2014-02-17",102.12,104.93,105.82
"2014-02-18",102.18,104.94,105.79
"2014-02-19",102.15,104.89,105.68
"2014-02-20",102.19,104.99,105.87
"2014-02-21",102.4,105.24,106.11
"2014-02-24",102.58,105.53,106.57
"2014-02-25",102.72,105.66,106.61
"2014-02-26",102.88,105.88,106.96
"2014-02-27",102.96,105.93,106.89
"2014-02-28",102.9,105.84,106.84
"2014-03-03",102.54,105.22,105.98
"2014-03-04",103.05,106.13,107.2
"2014-03-05",103.18,106.3,107.33
"2014-03-06",103.11,106.24,107.17
"2014-03-07",102.93,106.04,106.92
"2014-03-10",102.84,105.9,106.71
"2014-03-11",102.78,105.78,106.5
"2014-03-12",102.51,105.33,105.92
"2014-03-13",102.34,104.95,105.32
"2014-03-14",102.13,104.63,105.03
"2014-03-17",102.29,104.91,105.41
"2014-03-18",102.59,105.37,106.02
"2014-03-19",102.52,105.35,105.89
"2014-03-20",102.52,105.42,106.09
"2014-03-21",102.54,105.41,105.98
"2014-03-24",102.44,105.21,105.63
"2014-03-25",102.55,105.34,105.92
"2014-03-26",102.72,105.5,106
"2014-03-27",102.81,105.55,106.12
"2014-03-28",102.93,105.81,106.47
"2014-03-31",103.06,106.01,106.8
"2014-04-01",103.29,106.39,107.18
"2014-04-02",103.45,106.71,107.61
"2014-04-03",103.55,106.83,107.75
"2014-04-04",103.6,106.71,107.45
"2014-04-07",103.25,106.06,106.51
"2014-04-08",103.07,105.73,106.34
"2014-04-09",103.31,106.14,106.86
"2014-04-10",103.11,105.7,106.03
"2014-04-11",102.61,104.86,105.1
"2014-04-14",102.59,104.86,105.37
"2014-04-15",102.64,104.95,105.36
"2014-04-16",102.96,105.45,106.11
"2014-04-17",103.07,105.69,106.35
"2014-04-18",103.08,105.7,106.39
"2014-04-21",103.08,105.7,106.38
"2014-04-22",103.4,106.21,107.03
"2014-04-23",103.39,106.13,106.84
"2014-04-24",103.48,106.31,106.99
"2014-04-25",103.18,105.83,106.27
"2014-04-28",103.05,105.6,106.1
"2014-04-29",103.21,105.85,106.54
"2014-04-30",103.35,105.98,106.59
"2014-05-01",103.43,106.06,106.67
"2014-05-02",103.67,106.37,106.97
"2014-05-05",103.61,106.29,106.91
"2014-05-06",103.47,105.95,106.38
"2014-05-07",103.55,106.04,106.54
"2014-05-08",103.83,106.38,107.01
"2014-05-09",103.94,106.61,107.27
"2014-05-12",104.16,107.04,107.93
"2014-05-13",104.42,107.35,108.15
"2014-05-14",104.46,107.32,108.06
"2014-05-15",104.18,106.88,107.45
"2014-05-16",104.1,106.73,107.51
"2014-05-19",104.11,106.83,107.75
"2014-05-20",104.05,106.75,107.52
"2014-05-21",104.19,106.96,107.92
"2014-05-22",104.39,107.31,108.36
"2014-05-23",104.66,107.67,108.72
"2014-05-26",104.75,107.82,108.85
"2014-05-27",105.05,108.2,109.27
"2014-05-28",105.25,108.41,109.4
"2014-05-29",105.3,108.47,109.47
"2014-05-30",105.34,108.56,109.59
"2014-06-02",105.37,108.69,109.78
"2014-06-03",105.19,108.5,109.61
"2014-06-04",105.2,108.53,109.75
"2014-06-05",105.46,108.85,110.2
"2014-06-06",105.87,109.22,110.5
"2014-06-09",105.96,109.33,110.62
"2014-06-10",106.22,109.87,111.28
"2014-06-11",106.08,109.64,110.98
"2014-06-12",106.03,109.51,110.78
"2014-06-13",105.94,109.34,110.65
"2014-06-16",105.83,109.18,110.45
"2014-06-17",105.82,109.27,110.67
"2014-06-18",105.9,109.35,110.68
"2014-06-19",106.08,109.6,110.99
"2014-06-20",106.14,109.69,111.11
"2014-06-23",106.15,109.64,111
"2014-06-24",106.08,109.43,110.7
"2014-06-25",105.95,109.18,110.42
"2014-06-26",106.05,109.29,110.51
"2014-06-27",106.01,109.26,110.54
"2014-06-30",106.02,109.29,110.61
"2014-07-01",106.17,109.54,111.04
"2014-07-02",106.21,109.71,111.19
"2014-07-03",106.5,110.13,111.84
"2014-07-04",106.57,110.26,111.93
"2014-07-07",106.45,109.95,111.42
"2014-07-08",106.17,109.44,110.78
"2014-07-09",106.02,109.24,110.74
"2014-07-10",105.8,108.91,110.31
"2014-07-11",105.84,108.94,110.33
"2014-07-14",105.96,109.16,110.73
"2014-07-15",105.97,109.13,110.61
"2014-07-16",106.28,109.6,111.24
"2014-07-17",106.13,109.32,110.75
"2014-07-18",106.14,109.36,110.99
"2014-07-21",106.13,109.32,110.82
"2014-07-22",106.45,109.79,111.51
"2014-07-23",106.6,109.99,111.61
"2014-07-24",106.58,110.02,111.66
"2014-07-25",106.51,109.84,111.3
"2014-07-28",106.4,109.7,111.15
"2014-07-29",106.51,109.84,111.38
"2014-07-30",106.34,109.71,111.24
"2014-07-31",105.79,108.87,110.06
"2014-08-01",105.38,108.2,109.4
"2014-08-04",105.46,108.29,109.56
"2014-08-05",105.44,108.32,109.62
"2014-08-06",105.21,108,109.29
"2014-08-07",105.1,107.75,108.89
"2014-08-08",105,107.57,108.76
"2014-08-11",105.48,108.27,109.65
"2014-08-12",105.59,108.41,109.66
"2014-08-13",105.74,108.6,109.95
"2014-08-14",105.98,108.85,110.21
"2014-08-15",106.11,108.9,110.17
"2014-08-18",106.42,109.44,110.98
"2014-08-19",106.76,109.94,111.55
"2014-08-20",106.85,110.13,111.76
"2014-08-21",106.93,110.25,111.92
"2014-08-22",106.99,110.3,111.95
"2014-08-25",107.31,110.7,112.39
"2014-08-26",107.56,111.04,112.83
"2014-08-27",107.79,111.31,113.03
"2014-08-28",107.71,111.14,112.82
"2014-08-29",107.78,111.26,113.05
"2014-09-01",107.83,111.36,113.13
"2014-09-02",107.8,111.43,113.29
"2014-09-03",107.86,111.51,113.4
"2014-09-04",108.12,111.96,114.16
"2014-09-05",108.32,112.19,114.28
"2014-09-08",108.29,112.2,114.29
"2014-09-09",108.04,111.91,113.88
"2014-09-10",107.79,111.61,113.63
"2014-09-11",107.87,111.72,113.76
"2014-09-12",107.56,111.48,113.46
"2014-09-15",107.4,111.22,113.25
"2014-09-16",107.39,111.18,113.3
"2014-09-17",107.5,111.27,113.35
"2014-09-18",107.68,111.65,113.88
"2014-09-19",107.94,111.87,113.98
"2014-09-22",107.68,111.44,113.36
"2014-09-23",107.31,110.8,112.59
"2014-09-24",107.5,111.16,113.32
"2014-09-25",107.39,110.92,112.7
"2014-09-26",107.34,110.89,112.95
"2014-09-29",107.09,110.68,112.68
"2014-09-30",107.27,110.89,112.98
"2014-10-01",107.13,110.43,112.22
"2014-10-02",106.65,109.75,111.43
"2014-10-03",107.12,110.41,112.5
"2014-10-06",107.33,110.56,112.37
"2014-10-07",106.93,109.81,111.3
"2014-10-08",106.79,109.53,111.18
"2014-10-09",106.57,109.14,110.51
"2014-10-10",106.03,108.21,109.51
"2014-10-13",105.83,107.77,108.8
"2014-10-14",105.85,107.79,108.99
"2014-10-15",105.5,107.17,107.9
"2014-10-16",105.03,106.66,107.66
"2014-10-17",105.64,107.61,108.81
"2014-10-20",105.83,107.94,109.14
"2014-10-21",106.48,108.99,110.63
"2014-10-22",106.66,109.35,110.91
"2014-10-23",106.81,109.63,111.45
"2014-10-24",106.97,109.84,111.58
"2014-10-27",106.87,109.71,111.47
"2014-10-28",107.11,110.08,112.06
"2014-10-29",107.29,110.44,112.47
"2014-10-30",107.56,110.83,113.1
"2014-10-31",108.25,111.9,114.4
"2014-11-03",108.24,111.88,114.3
"2014-11-04",108.04,111.62,113.89
"2014-11-05",108.22,111.93,114.43
"2014-11-06",108.43,112.3,114.93
"2014-11-07",108.48,112.3,114.76
"2014-11-10",108.63,112.58,115.23
"2014-11-11",108.65,112.62,115.25
"2014-11-12",108.54,112.48,115.08
"2014-11-13",108.58,112.52,115.14
"2014-11-14",108.49,112.35,115
"2014-11-17",108.39,112.22,114.89
"2014-11-18",108.51,112.41,115.15
"2014-11-19",108.46,112.36,115
"2014-11-20",108.55,112.45,115.26
"2014-11-21",109.28,113.45,116.46
"2014-11-24",109.49,113.67,116.62
"2014-11-25",109.68,113.86,116.73
"2014-11-26",109.75,113.94,116.8
"2014-11-27",109.82,114.05,116.98
"2014-11-28",110.05,114.28,117.28
"2014-12-01",109.7,113.75,116.59
"2014-12-02",109.75,114.02,117.2
"2014-12-03",110.02,114.46,117.75
"2014-12-04",109.85,114.21,117.22
"2014-12-05",110.19,114.76,118.17
"2014-12-08",110.05,114.49,117.62
"2014-12-09",109.52,113.7,116.71
"2014-12-10",109.18,113.19,115.93
"2014-12-11",109.03,113.02,116.04
"2014-12-12",108.49,112.13,114.67
"2014-12-15",108.01,111.45,113.74
"2014-12-16",107.79,111.19,113.7
"2014-12-17",108.14,111.72,114.61
"2014-12-18",109.31,113.6,116.87
"2014-12-19",109.65,114.04,117.34
"2014-12-22",110.09,114.63,118.02
"2014-12-23",110.22,114.98,118.57
"2014-12-24",110.22,114.97,118.57
"2014-12-25",110.22,114.97,118.57
"2014-12-26",110.24,115,118.62
"2014-12-29",110.48,115.3,118.91
"2014-12-30",110.48,115.24,118.78
"2014-12-31",110.64,115.42,119.01
"2015-01-01",110.64,115.42,119.01
"2015-01-02",110.8,115.52,119.03
"2015-01-05",110.67,115.26,118.5
"2015-01-06",110.39,114.75,117.93
"2015-01-07",110.84,115.43,119.05
"2015-01-08",111.42,116.38,120.44
"2015-01-09",111.36,116.26,120.09
"2015-01-12",111.38,116.17,119.98
"2015-01-13",111.71,116.66,120.79
"2015-01-14",111.64,116.33,120.13
"2015-01-15",112.06,116.92,121.05
"2015-01-16",112.41,117.46,121.9
"2015-01-19",112.45,117.54,121.86
"2015-01-20",112.57,117.7,121.95
"2015-01-21",112.58,117.78,122.15
"2015-01-22",113.46,119.15,124.28
"2015-01-23",114.52,120.57,125.67
"2015-01-26",114.61,120.68,125.78
"2015-01-27",114.39,120.33,125.14
"2015-01-28",114.32,120.08,124.86
"2015-01-29",114.27,120.02,124.93
"2015-01-30",114.29,119.95,124.66
"2015-02-02",114.2,119.83,124.7
"2015-02-03",114.3,120.13,124.97
"2015-02-04",114.54,120.61,125.67
"2015-02-05",114.65,120.84,126.06
"2015-02-06",114.67,121.05,126.28
"2015-02-09",114.36,120.7,125.74
"2015-02-10",114.46,121,126.29
"2015-02-11",114.41,120.92,126.21
"2015-02-12",114.55,121.09,126.42
"2015-02-13",114.72,121.38,126.76
"2015-02-16",114.79,121.5,126.84
"2015-02-17",114.59,121.45,126.89
"2015-02-18",114.93,121.87,127.35
"2015-02-19",115.08,122.16,127.74
"2015-02-20",115.28,122.48,128.13
"2015-02-23",115.57,122.73,128.38
"2015-02-24",115.86,123.01,128.72
"2015-02-25",115.92,123.09,128.68
"2015-02-26",116.39,123.84,129.78
"2015-02-27",116.6,124.14,130.02
"2015-03-02",116.54,124.17,130.14
"2015-03-03",116.31,123.97,129.84
"2015-03-04",116.38,124.16,130.33
"2015-03-05",116.82,124.79,131.14
"2015-03-06",116.85,125.07,131.41
"2015-03-09",116.95,125.26,131.76
"2015-03-10",117.01,125.18,131.47
"2015-03-11",117.63,126.05,132.72
"2015-03-12",117.9,126.48,133.3
"2015-03-13",118.15,126.99,133.95
"2015-03-16",118.33,127.33,134.47
"2015-03-17",118.16,127.01,134.01
"2015-03-18",118.42,127.25,134.35
"2015-03-19",118.59,127.37,134.36
"2015-03-20",118.68,127.41,134.29
"2015-03-23",118.26,126.76,133.25
"2015-03-24",118.33,126.78,133.23
"2015-03-25",117.74,125.83,131.8
"2015-03-26",117.41,125.51,131.81
"2015-03-27",117.71,125.92,132.19
"2015-03-30",118.23,126.82,133.53
"2015-03-31",118.37,126.94,133.55
"2015-04-01",118.4,126.77,133.16
"2015-04-02",118.28,126.63,132.98
"2015-04-03",118.17,126.44,132.67
"2015-04-06",118.23,126.6,132.96
"2015-04-07",118.67,127.19,133.66
"2015-04-08",119.06,127.79,134.51
"2015-04-09",119.51,128.7,135.73
"2015-04-10",119.95,129.43,136.75
"2015-04-13",120.01,129.54,136.76
"2015-04-14",119.84,129.16,136.17
"2015-04-15",120.09,129.52,136.68
"2015-04-16",119.6,128.75,135.55
"2015-04-17",119,127.7,134.2
"2015-04-20",119.11,128.03,134.88
"2015-04-21",119.19,128.28,135.1
"2015-04-22",119.07,128.19,135.13
"2015-04-23",118.9,127.85,134.61
"2015-04-24",118.99,127.95,134.69
"2015-04-27",118.97,127.89,134.58
"2015-04-28",118.43,127.11,133.53
"2015-04-29",117.5,125.85,131.6
"2015-04-30",116.86,124.84,130.46
"2015-05-01",116.75,124.77,130.39
"2015-05-04",116.95,125.27,131.34
"2015-05-05",116.37,124.58,130.29
"2015-05-06",115.5,123.4,128.82
"2015-05-07",115.69,123.58,129.32
"2015-05-08",116.65,124.97,131.18
"2015-05-11",116.58,125.14,131.27
"2015-05-12",115.92,124.22,130.08
"2015-05-13",115.72,124,129.6
"2015-05-14",115.84,124.14,129.83
"2015-05-15",116.32,124.57,130.42
"2015-05-18",116.4,124.94,131.21
"2015-05-19",117.1,126.1,132.65
"2015-05-20",117.2,126.3,132.86
"2015-05-21",117.27,126.29,132.85
"2015-05-22",117.51,126.68,133.43
"2015-05-25",117.54,126.72,133.51
"2015-05-26",117.71,126.84,133.4
"2015-05-27",117.96,127.23,134.14
"2015-05-28",117.87,127.08,133.85
"2015-05-29",117.61,126.52,132.91
"2015-06-01",117.42,126.43,132.96
"2015-06-02",116.58,125.36,131.51
"2015-06-03",116.05,124.84,130.9
"2015-06-04",115.66,124.11,130.02
"2015-06-05",115.7,124.34,130.54
"2015-06-08",115.32,123.74,129.45
"2015-06-09",114.79,123,128.71
"2015-06-10",115.07,123.68,129.87
"2015-06-11",115.66,124.36,130.59
"2015-06-12",115.55,124.18,130.18
"2015-06-15",115.03,123.4,129.2
"2015-06-16",115.13,123.48,129.55
"2015-06-17",115.12,123.5,129.41
"2015-06-18",115.09,123.55,129.83
"2015-06-19",115.5,124.05,130.12
"2015-06-22",115.77,124.61,131.04
"2015-06-23",115.94,124.85,131.41
"2015-06-24",116.21,125.29,131.67
"2015-06-25",116.12,125.21,131.54
"2015-06-26",116.12,125.3,131.86
"2015-06-29",115.31,123.9,129.83
"2015-06-30",115.15,123.57,129.51
"2015-07-01",115.66,124.56,130.88
"2015-07-02",115.55,124.35,130.47
"2015-07-03",115.48,124.23,130.45
"2015-07-06",115.53,124.14,130.32
"2015-07-07",115.69,124.19,130.31
"2015-07-08",115.15,123.29,129.09
"2015-07-09",115.16,123.48,129.44
"2015-07-10",115.35,123.96,130.24
"2015-07-13",116.23,125.38,132.11
"2015-07-14",116.52,125.79,132.59
"2015-07-15",116.84,126.18,133.02
"2015-07-16",117.38,126.97,134
"2015-07-17",117.64,127.29,134.31
"2015-07-20",117.76,127.52,134.61
"2015-07-21",117.41,126.96,133.72
"2015-07-22",117.38,126.8,133.61
"2015-07-23",117.08,126.27,132.81
"2015-07-24",116.82,125.76,131.97
"2015-07-27",116.03,124.44,130.27
"2015-07-28",116.3,124.91,131.15
"2015-07-29",116.62,125.5,132.1
"2015-07-30",116.97,125.98,132.59
"2015-07-31",116.96,125.86,132.27
"2015-08-03",117.29,126.36,132.83
"2015-08-04",117.35,126.52,133.13
"2015-08-05",117.45,126.9,133.64
"2015-08-06",117.01,126.19,132.53
"2015-08-07",116.94,125.9,132.21
"2015-08-10",116.97,126.07,132.65
"2015-08-11",116.5,125.06,130.93
"2015-08-12",115.65,123.67,129.18
"2015-08-13",115.78,124.02,129.83
"2015-08-14",115.79,124.04,130
"2015-08-17",116.13,124.5,130.48
"2015-08-18",116.09,124.58,130.59
"2015-08-19",115.64,123.78,129.39
"2015-08-20",114.71,122.08,127.06
"2015-08-21",113.38,119.88,123.99
"2015-08-24",111.34,116.52,119.75
"2015-08-25",111.59,117.29,120.86
"2015-08-26",111.85,117.83,121.88
"2015-08-27",113.02,119.65,124.25
"2015-08-28",113.31,120.1,124.79
"2015-08-31",113.12,119.88,124.35
"2015-09-01",112.15,118.29,122.21
"2015-09-02",112.25,118.51,122.79
"2015-09-03",113.03,119.72,124.41
"2015-09-04",112.68,118.98,123.11
"2015-09-07",112.65,118.92,123.08
"2015-09-08",113.01,119.64,123.99
"2015-09-09",113.31,120.1,124.45
"2015-09-10",112.82,119.36,123.59
"2015-09-11",112.71,119.09,123.21
"2015-09-14",112.57,118.87,122.94
"2015-09-15",112.53,119.08,123.55
"2015-09-16",112.86,119.77,124.44
"2015-09-17",112.95,119.79,124.41
"2015-09-18",112.75,119.18,123.47
"2015-09-21",112.91,119.61,124.27
"2015-09-22",112.69,119.09,123.38
"2015-09-23",112.48,118.79,122.98
"2015-09-24",112.12,118.17,122.21
"2015-09-25",112.28,118.67,123.02
"2015-09-28",111.5,117.4,121.19
"2015-09-29",111.07,116.68,120.62
"2015-09-30",111.75,117.81,122.3
"2015-10-01",111.96,118.05,122.37
"2015-10-02",112.23,118.3,122.65
"2015-10-05",113.05,119.73,124.8
"2015-10-06",113.19,119.87,124.68
"2015-10-07",113.26,120.02,124.91
"2015-10-08",113.35,120.21,125.18
"2015-10-09",113.34,120.22,125.12
"2015-10-12",113.47,120.27,125.13
"2015-10-13",113.11,119.78,124.56
"2015-10-14",112.93,119.35,123.93
"2015-10-15",113.35,120.12,125.12
"2015-10-16",113.62,120.49,125.43
"2015-10-19",113.78,120.77,125.81
"2015-10-20",113.61,120.58,125.6
"2015-10-21",113.73,120.64,125.51
"2015-10-22",114.5,121.78,127.43
"2015-10-23",115.34,123.25,129.21
"2015-10-26",115.5,123.46,129.2
"2015-10-27",115.42,123.19,128.8
"2015-10-28",115.64,123.67,129.8
"2015-10-29",115.74,124.08,130.25
"2015-10-30",115.5,123.66,129.74
"2015-11-02",115.66,124,130.27
"2015-11-03",116.01,124.63,131.1
"2015-11-04",116.09,124.81,131.25
"2015-11-05",116.08,124.87,131.38
"2015-11-06",116.16,125.14,131.85
"2015-11-09",115.86,124.74,131.08
"2015-11-10",116.08,125.02,131.59
"2015-11-11",116.17,125.23,131.84
"2015-11-12",115.68,124.41,130.54
"2015-11-13",115.35,123.74,129.78
"2015-11-16",115.55,124.03,130.32
"2015-11-17",116.1,124.9,131.36
"2015-11-18",116.25,125.12,131.72
"2015-11-19",116.4,125.39,131.97
"2015-11-20",116.63,125.8,132.59
"2015-11-23",116.71,125.9,132.68
"2015-11-24",116.51,125.56,132.19
"2015-11-25",116.91,126.24,133.2
"2015-11-26",117,126.39,133.36
"2015-11-27",117.11,126.49,133.4
"2015-11-30",117.07,126.43,133.22
"2015-12-01",117.28,126.6,133.38
"2015-12-02",117.43,126.79,133.53
"2015-12-03",115.89,124.77,130.48
"2015-12-04",115.56,124.21,130.38
"2015-12-07",115.91,124.58,130.61
"2015-12-08",115.37,123.72,129.53
"2015-12-09",114.91,122.91,128.43
"2015-12-10",114.78,122.77,128.4
"2015-12-11",114.25,121.78,126.84
"2015-12-14",113.5,120.87,125.93
"2015-12-15",113.9,121.64,127.37
"2015-12-16",114.42,122.55,128.47
"2015-12-17",114.86,123.16,128.99
"2015-12-18",114.46,122.36,127.84
"2015-12-21",114.27,122.05,127.49
"2015-12-22",114.22,122.06,127.61
"2015-12-23",114.63,122.84,128.78
"2015-12-24",114.65,122.79,128.65
"2015-12-25",114.65,122.79,128.65
"2015-12-28",114.55,122.61,128.35
"2015-12-29",114.9,123.35,129.46
"2015-12-30",114.84,123.31,129.18
"2015-12-31",114.74,123.05,128.74
"2016-01-01",114.74,123.05,128.74
"2016-01-04",114.29,122.04,127.33
"2016-01-05",114.57,122.49,127.95
"2016-01-06",114.32,121.86,127.01
"2016-01-07",113.34,120.28,124.97
"2016-01-08",113.04,119.73,124.14
"2016-01-11",112.69,119.23,123.62
"2016-01-12",113.07,119.81,124.5
"2016-01-13",112.79,119.3,123.46
