Date,TR
1924-06-01,64.0875434439936
1924-07-01,67.17325268870421
1924-08-01,69.59490694207811
1924-09-01,69.04024965389873
1924-10-01,68.26091151002757
1924-11-01,72.19061214365381
1924-12-01,76.20173283048815
1925-01-01,79.46971935686156
1925-02-01,80.26452499753147
1925-03-01,78.27792028164977
1925-04-01,77.56975834636803
1925-05-01,80.18128494615314
1925-06-01,81.73948250078678
1925-07-01,84.13325772391735
1925-08-01,85.39430002208417
1925-09-01,87.4928571781501
1925-10-01,90.50730733102691
1925-11-01,93.45053281012888
1925-12-01,95.10267089699714
1926-01-01,96.68212745775358
1926-02-01,96.96583564009364
1926-03-01,90.5165445914235
1926-04-01,88.12133568693761
1926-05-01,88.87105994778513
1926-06-01,93.23658836501667
1926-07-01,97.30197967711929
1926-08-01,101.29747571922117
1926-09-01,102.98366583300017
1926-10-01,100.80783092110109
1926-11-01,102.2692749663663
1926-12-01,104.74214735038669
1927-01-01,104.1915827820033
1927-02-01,106.3628488054966
1927-03-01,108.1490662406392
1927-04-01,110.95265023260932
1927-05-01,114.93249730592747
1927-06-01,116.57333852888583
1927-07-01,119.31364276074646
1927-08-01,125.82159791480133
1927-09-01,133.1238831815433
1927-10-01,131.24165947273568
1927-11-01,134.39398162971185
1927-12-01,137.70890125586058
1928-01-01,138.4262541172724
1928-02-01,136.93464139484217
1928-03-01,144.4554526269297
1928-04-01,153.72763562254096
1928-05-01,158.65301347355617
1928-06-01,151.0513562388838
1928-07-01,152.33696183215838
1928-08-01,157.44161619606933
1928-09-01,168.6821071132748
1928-10-01,172.28635919094316
1928-11-01,184.1110664089125
1928-12-01,185.01047757581264
1929-01-01,198.85945701863983
1929-02-01,200.08445597653497
1929-03-01,203.79458560250856
1929-04-01,202.7818557654944
1929-05-01,206.02149011101335
1929-06-01,210.1492665303568
1929-07-01,229.06959212959148
1929-08-01,242.29740615716378
1929-09-01,252.15710341259887
1929-10-01,225.69341598285376
1929-11-01,166.14818175455912
1929-12-01,172.97465749512602
1930-01-01,175.6869183419186
1930-02-01,186.89938430075256
1930-03-01,194.15452044888437
1930-04-01,206.688876694879
1930-05-01,194.55651886107864
1930-06-01,175.0970159768654
1930-07-01,171.56185291685216
1930-08-01,169.57015049265902
1930-09-01,169.69656589211297
1930-10-01,146.5489795803793
1930-11-01,136.12597662117386
1930-12-01,127.24304116744386
1931-01-01,131.30457175085445
1931-02-01,141.53190576437402
1931-03-01,144.4473434912487
1931-04-01,130.88370003428355
1931-05-01,118.45178582556187
1931-06-01,114.84091500026061
1931-07-01,118.83828552643168
1931-08-01,115.4581161740996
1931-09-01,98.44697256078544
1931-10-01,85.47866700447541
1931-11-01,86.82347837736478
1931-12-01,70.70287592966447
1932-01-01,69.69886664354672
1932-02-01,69.2741725362479
1932-03-01,69.68413759215677
1932-04-01,53.131957734534524
1932-05-01,46.763476943055984
1932-06-01,40.6235081123826
1932-07-01,42.802202886938446
1932-08-01,64.46053974483539
1932-09-01,70.83310655177867
1932-10-01,61.1748321994931
1932-11-01,60.685458072262854
1932-12-01,58.81203178054364
1933-01-01,61.24568649850428
1933-02-01,54.093753290326895
1933-03-01,54.02384476915955
