Date,IWDA,VG_GB
2020-01-01,0.5519929170541911,0.448007082945809
2020-01-02,0.5,0.5
2020-01-03,0.5,0.5
2020-01-04,0.5021425392816027,0.49785746071839737
2020-01-05,0.501146232544369,0.49885376745563104
2020-01-06,0.501146232544369,0.49885376745563104
2020-01-07,0.501146232544369,0.49885376745563104
2020-01-08,0.500554961811626,0.49944503818837405
2020-01-09,0.502465917153809,0.49753408284619105
2020-01-10,0.5035825609886831,0.4964174390113168
2020-01-11,0.5054266745041026,0.4945733254958973
2020-01-12,0.5048802369955346,0.4951197630044655
2020-01-13,0.5048802369955346,0.4951197630044655
2020-01-14,0.5048802369955346,0.4951197630044655
2020-01-15,0.504894563577141,0.495105436422859
2020-01-16,0.5055975187251818,0.4944024812748183
2020-01-17,0.5053325792466715,0.4946674207533286
2020-01-18,0.5064434570545636,0.49355654294543644
2020-01-19,0.5084951179377439,0.4915048820622562
2020-01-20,0.5084951179377439,0.4915048820622562
2020-01-21,0.5084951179377439,0.4915048820622562
2020-01-22,0.5087697607178364,0.4912302392821636
2020-01-23,0.5078211138927394,0.4921788861072605
2020-01-24,0.5081080124083004,0.49189198759169966
2020-01-25,0.506605273588473,0.49339472641152704
2020-01-26,0.5074555319688951,0.4925444680311048
2020-01-27,0.5074555319688951,0.4925444680311048
2020-01-28,0.5074555319688951,0.4925444680311048
2020-01-29,0.5011025104352236,0.4988974895647763
2020-01-30,0.5041704108375438,0.4958295891624563
2020-01-31,0.5043281934929732,0.4956718065070268
2020-02-01,0.5013954053410439,0.498604594658956
2020-02-02,0.49797173658468324,0.5020282634153168
2020-02-03,0.49797173658468324,0.5020282634153168
2020-02-04,0.49797173658468324,0.5020282634153168
2020-02-05,0.49969242176105855,0.5003075782389415
2020-02-06,0.504788149371362,0.4952118506286381
2020-02-07,0.5076133799308088,0.4923866200691912
2020-02-08,0.509413256400894,0.4905867435991059
2020-02-09,0.5087069394455198,0.4912930605544802
2020-02-10,0.5087069394455198,0.4912930605544802
2020-02-11,0.5087069394455198,0.4912930605544802
2020-02-12,0.5089532364161047,0.4910467635838954
2020-02-13,0.5111044417767107,0.4888955582232893
2020-02-14,0.512756321218297,0.48724367878170305
2020-02-15,0.51355846316407,0.48644153683593017
2020-02-16,0.5133739930372778,0.48662600696272207
2020-02-17,0.5133739930372778,0.48662600696272207
2020-02-18,0.5133739930372778,0.48662600696272207
2020-02-19,0.5140488377448759,0.48595116225512414
2020-02-20,0.5121087847510637,0.4878912152489363
2020-02-21,0.5146125047640477,0.48538749523595226
2020-02-22,0.5114382491397984,0.48856175086020154
2020-02-23,0.5093640635065927,0.4906359364934073
2020-02-24,0.5093640635065927,0.4906359364934073
2020-02-25,0.5093640635065927,0.4906359364934073
2020-02-26,0.5002682606123418,0.4997317393876583
2020-02-27,0.49576446109984207,0.5042355389001579
2020-02-28,0.4952446012898904,0.5047553987101097
2020-02-29,0.4839859173406631,0.5160140826593369
2020-03-01,0.4728778083195409,0.5271221916804592
2020-03-02,0.4728778083195409,0.5271221916804592
2020-03-03,0.4728778083195409,0.5271221916804592
2020-03-04,0.47579240719485183,0.5242075928051483
2020-03-05,0.4776125975352534,0.5223874024647466
2020-03-06,0.4797476693767221,0.5202523306232779
2020-03-07,0.47733105486684735,0.5226689451331528
2020-03-08,0.46541658080912146,0.5345834191908786
2020-03-09,0.46541658080912146,0.5345834191908786
2020-03-10,0.46541658080912146,0.5345834191908786
2020-03-11,0.4497961684379197,0.5502038315620802
2020-03-12,0.44942329264689473,0.5505767073531053
2020-03-13,0.4505908282569963,0.5494091717430036
2020-03-14,0.43003359247194073,0.5699664075280593
2020-03-15,0.43579945440089785,0.5642005455991023
2020-03-16,0.43579945440089785,0.5642005455991023
2020-03-17,0.43579945440089785,0.5642005455991023
2020-03-18,0.4278082395087901,0.5721917604912098
2020-03-19,0.43538130690781746,0.5646186930921826
2020-03-20,0.42925473030767414,0.570745269692326
2020-03-21,0.43457605042117037,0.5654239495788297
2020-03-22,0.43332760015769184,0.5666723998423082
2020-03-23,0.43332760015769184,0.5666723998423082
2020-03-24,0.43332760015769184,0.5666723998423082
2020-03-25,0.4181715300840118,0.5818284699159882
2020-03-26,0.4383663421363308,0.5616336578636693
2020-03-27,0.4448516481644358,0.5551483518355642
2020-03-28,0.44759968746993667,0.5524003125300633
2020-03-29,0.4401745217763947,0.5598254782236053
2020-03-30,0.4401745217763947,0.5598254782236053
2020-03-31,0.4401745217763947,0.5598254782236053
2020-04-01,0.4453039555231499,0.5546960444768502
2020-04-02,0.4491667350559896,0.5508332649440103
2020-04-03,0.4381876336064459,0.5618123663935541
2020-04-04,0.4403843144798361,0.5596156855201638
2020-04-05,0.4394757318068344,0.5605242681931656
2020-04-06,0.4394757318068344,0.5605242681931656
2020-04-07,0.4394757318068344,0.5605242681931656
2020-04-08,0.44983559251801203,0.550164407481988
2020-04-09,0.4573144730967387,0.5426855269032612
2020-04-10,0.45768096609350123,0.5423190339064987
2020-04-11,0.46108828033130844,0.5389117196686916
2020-04-12,0.46108828033130844,0.5389117196686916
2020-04-13,0.46108828033130844,0.5389117196686916
2020-04-14,0.46108828033130844,0.5389117196686916
2020-04-15,0.4611572570313985,0.5388427429686015
2020-04-16,0.4627689282590972,0.5372310717409028
2020-04-17,0.4575546351483315,0.5424453648516686
2020-04-18,0.4597545809874782,0.5402454190125218
2020-04-19,0.463708821997595,0.536291178002405
2020-04-20,0.463708821997595,0.536291178002405
2020-04-21,0.463708821997595,0.536291178002405
2020-04-22,0.4656699080762244,0.5343300919237757
