Date,S&P 500,DD,<10,Shade
1977-08-31,96.7699966430664,-19.51929610585519,1,Same
1977-09-01,96.83000183105469,-19.46939159067359,1,Same
1977-09-02,97.44999694824219,-18.953760246526397,1,Same
1977-09-06,97.70999908447266,-18.73752426777576,1,Same
1977-09-07,98.01000213623047,-18.488020727283594,1,Same
1977-09-08,97.27999877929688,-19.095142625073947,1,Same
1977-09-09,96.37000274658203,-19.85195903299326,1,Same
1977-09-12,96.02999877929688,-20.134730135226963,1,Same
1977-09-13,96.08999633789062,-20.08483196518397,1,Same
1977-09-14,96.55000305175781,-19.702258177725685,1,Same
1977-09-15,96.80000305175781,-19.494340675695078,1,Same
1977-09-16,96.4800033569336,-19.760474824488703,1,Same
1977-09-19,95.8499984741211,-20.28443099049454,1,Same
1977-09-20,95.88999938964844,-20.251163428753006,1,Same
1977-09-21,95.0999984741211,-20.908183496586354,1,Same
1977-09-22,95.08999633789062,-20.916501973306378,1,Same
1977-09-23,95.04000091552734,-20.958081666629337,1,Same
1977-09-26,95.37999725341797,-20.675316909534246,1,Same
1977-09-27,95.23999786376953,-20.7917502030603,1,Same
1977-09-28,95.30999755859375,-20.733533556297278,1,Same
1977-09-29,95.8499984741211,-20.28443099049454,1,Same
1977-09-30,96.52999877929688,-19.71889513116576,1,Same
1977-10-03,96.73999786376953,-19.544245190876687,1,Same
1977-10-04,96.02999877929688,-20.134730135226963,1,Same
1977-10-05,95.68000030517578,-20.42581336904208,1,Same
1977-10-06,96.05000305175781,-20.11809318178689,1,Same
1977-10-07,95.97000122070312,-20.184628305269946,1,Same
1977-10-10,95.75,-20.367596722279057,1,Same
1977-10-11,94.93000030517578,-21.04956587513389,1,Same
1977-10-12,94.04000091552734,-21.789751674751745,1,Same
1977-10-13,93.45999908447266,-22.27212180229602,1,Same
1977-10-14,93.55999755859375,-22.18895607051149,1,Same
1977-10-17,93.47000122070312,-22.26380332557598,1,Same
1977-10-18,93.45999908447266,-22.27212180229602,1,Same
1977-10-19,92.37999725341797,-23.170326933901485,1,Same
1977-10-20,92.66999816894531,-22.929141870129357,1,Same
1977-10-21,92.31999969482422,-23.22022510394447,1,Same
1977-10-24,91.62999725341797,-23.794079439993297,1,Same
1977-10-25,91.0,-24.31802926086052,1,Same
1977-10-26,92.0999984741211,-23.40319352095358,1,Same
1977-10-27,92.33999633789062,-23.20359449564302,1,Same
1977-10-28,92.61000061035156,-22.97904004017234,1,Same
1977-10-31,92.33999633789062,-23.20359449564302,1,Same
1977-11-01,91.3499984741211,-24.026946027045394,1,Same
1977-11-02,90.70999908447266,-24.55921432463265,1,Same
1977-11-03,90.76000213623047,-24.517628286171078,1,Same
1977-11-04,91.58000183105469,-23.835659133316245,1,Same
1977-11-07,92.29000091552734,-23.24517418896597,1,Same
1977-11-08,92.45999908447266,-23.10379181041843,1,Same
1977-11-09,92.9800033569336,-22.67131985291715,1,Same
1977-11-10,94.70999908447266,-21.232534292143,1,Same
1977-11-11,95.9800033569336,-20.17630982854991,1,Same
1977-11-14,95.31999969482422,-20.725215079577243,1,Same
1977-11-15,95.93000030517578,-20.21789586701148,1,Same
1977-11-16,95.44999694824219,-20.617100262771228,1,Same
1977-11-17,95.16000366210938,-20.858278981404744,1,Same
1977-11-18,95.33000183105469,-20.716896602857204,1,Same
1977-11-21,95.25,-20.78343172634026,1,Same
1977-11-22,96.08999633789062,-20.08483196518397,1,Same
1977-11-23,96.48999786376953,-19.752162692907284,1,Same
1977-11-25,96.69000244140625,-19.58582488419963,1,Same
1977-11-28,96.04000091552734,-20.126411658506925,1,Same
1977-11-29,94.55000305175781,-21.365598193970502,1,Same
1977-11-30,94.83000183105469,-21.13273160691841,1,Same
1977-12-01,94.69000244140625,-21.249164900444462,1,Same
1977-12-02,94.66999816894531,-21.265801853884525,1,Same
1977-12-05,94.2699966430664,-21.59847112616121,1,Same
1977-12-06,92.83000183105469,-22.79607162316323,1,Same
1977-12-07,92.77999877929688,-22.8376576616248,1,Same
1977-12-08,92.95999908447266,-22.687956806357224,1,Same
1977-12-09,93.6500015258789,-22.114102470308396,1,Same
1977-12-12,93.62999725341797,-22.13073942374847,1,Same
1977-12-13,93.55999755859375,-22.18895607051149,1,Same
1977-12-14,94.02999877929688,-21.798070151471784,1,Same
1977-12-15,93.55000305175781,-22.197268202092925,1,Same
1977-12-16,93.4000015258789,-22.322019972339003,1,Same
1977-12-19,92.69000244140625,-22.91250491668928,1,Same
1977-12-20,92.5,-23.070524248676893,1,Same
1977-12-21,93.05000305175781,-22.61310320615413,1,Same
1977-12-22,93.80000305175781,-21.989350700062317,1,Same
1977-12-23,94.69000244140625,-21.249164900444462,1,Same
1977-12-27,94.69000244140625,-21.249164900444462,1,Same
1977-12-28,94.75,-21.19926673040147,1,Same
1977-12-29,94.94000244140625,-21.041247398413855,1,Same
1977-12-30,95.0999984741211,-20.908183496586354,1,Same
1978-01-03,93.81999969482422,-21.972720091760856,1,Same
1978-01-04,93.5199966430664,-22.222223632253023,1,Same
1978-01-05,92.73999786376953,-22.870925223366324,1,Same
1978-01-06,91.62000274658203,-23.80239157157472,1,Same
1978-01-09,90.63999938964844,-24.61743097139567,1,Same
1978-01-10,90.16999816894531,-25.008316890435378,1,Same
1978-01-11,89.73999786376953,-25.36593524773356,1,Same
1978-01-12,89.81999969482422,-25.299400124250504,1,Same
1978-01-13,89.69000244140625,-25.40751494105652,1,Same
1978-01-16,89.43000030517578,-25.623750919807154,1,Same
1978-01-17,89.87999725341797,-25.24950195420752,1,Same
1978-01-18,90.55999755859375,-24.683966094878727,1,Same
1978-01-19,90.08999633789062,-25.07485201391845,1,Same
1978-01-20,89.88999938964844,-25.241183477487482,1,Same
1978-01-23,89.23999786376953,-25.781770251794768,1,Same
1978-01-24,89.25,-25.77345177507473,1,Same
1978-01-25,89.38999938964844,-25.65701848154869,1,Same
1978-01-26,88.58000183105469,-26.330669157683484,1,Same
1978-01-27,88.58000183105469,-26.330669157683484,1,Same
1978-01-30,89.33999633789062,-25.69860452001025,1,Same
1978-01-31,89.25,-25.77345177507473,1,Same
1978-02-01,89.93000030517578,-25.20791591574595,1,Same
1978-02-02,90.12999725341797,-25.041584452176913,1,Same
1978-02-03,89.62000274658203,-25.46573158781954,1,Same
1978-02-06,89.5,-25.565534273044133,1,Same
