"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 29, 2016","116.23","116.43","116.43","116.43","0.00K","-0.52%"
"Dec 28, 2016","116.84","116.79","116.79","116.79","0.04K","0.69%"
"Dec 27, 2016","116.04","116.25","116.25","116.25","0.02K","-0.23%"
"Dec 23, 2016","116.31","116.33","116.33","116.33","0.03K","0.08%"
"Dec 22, 2016","116.22","116.41","116.78","116.18","0.32K","-0.27%"
"Dec 21, 2016","116.54","116.62","116.62","116.49","0.18K","-0.30%"
"Dec 20, 2016","116.89","116.72","117.00","116.72","0.56K","0.51%"
"Dec 19, 2016","116.30","116.40","116.54","116.40","0.08K","0.18%"
"Dec 16, 2016","116.09","115.95","116.50","115.95","0.49K","-0.29%"
"Dec 15, 2016","116.43","116.23","116.23","116.20","0.13K","1.53%"
"Dec 14, 2016","114.68","114.99","114.99","114.54","0.14K","0.05%"
"Dec 13, 2016","114.62","115.22","115.22","115.08","0.17K","-0.44%"
"Dec 12, 2016","115.13","115.05","115.14","115.00","3.79K","-0.71%"
"Dec 09, 2016","115.95","115.10","116.07","115.10","0.35K","0.61%"
"Dec 08, 2016","115.25","113.35","113.35","113.35","0.05K","1.22%"
"Dec 07, 2016","113.86","114.09","114.09","113.74","0.36K","-0.08%"
"Dec 06, 2016","113.95","113.85","113.96","113.76","11.57K","0.01%"
"Dec 05, 2016","113.94","114.59","114.59","114.14","0.64K","-0.56%"
"Dec 02, 2016","114.58","114.72","114.72","114.59","0.10K","-0.04%"
"Dec 01, 2016","114.63","114.98","114.98","114.84","0.04K","-0.80%"
"Nov 30, 2016","115.55","114.86","115.52","114.86","0.06K","0.24%"
"Nov 29, 2016","115.27","115.40","115.56","115.40","0.07K","-0.23%"
"Nov 28, 2016","115.53","115.14","115.66","115.14","0.07K","0.28%"
"Nov 25, 2016","115.21","115.38","115.38","115.15","0.25K","-0.19%"
"Nov 24, 2016","115.43","115.67","115.70","115.66","1.24K","-0.21%"
"Nov 23, 2016","115.67","115.54","115.73","115.43","2.36K","0.15%"
"Nov 22, 2016","115.50","115.22","115.54","115.13","0.26K","0.10%"
"Nov 21, 2016","115.39","115.40","115.43","115.11","0.59K","-0.25%"
