Date,Close,CBR
1994-07-19,453.86,138.28
1994-07-20,451.6,137.22
1994-07-21,452.61,137.4
1994-07-22,453.11,137.64
1994-07-25,454.25,136.79
1994-07-26,453.36,136.16
1994-07-27,452.57,136.54
1994-07-28,454.24,136.89
1994-07-29,458.26,138.67
1994-08-01,461.01,139.19
1994-08-02,460.56,137.92
1994-08-03,461.45,136.93
1994-08-04,458.4,137.07
1994-08-05,457.09,134.96
1994-08-08,457.89,134.39
1994-08-09,457.92,134.66
1994-08-10,460.3,134.46
1994-08-11,458.88,134.24
1994-08-12,461.94,132.51
1994-08-15,461.23,132.69
1994-08-16,465.01,132.2
1994-08-17,465.17,132.98
1994-08-18,463.17,132.29
1994-08-19,463.68,131.25
1994-08-22,462.32,129.27
1994-08-23,464.51,130.02
1994-08-24,469.03,131.17
1994-08-25,468.08,130.79
1994-08-26,473.8,130.67
1994-08-29,474.59,132.21
1994-08-30,476.07,131.5
1994-08-31,475.49,131.93
1994-09-01,473.17,131.93
1994-09-02,470.99,131.76
1994-09-06,471.86,132.43
1994-09-07,470.99,133.36
1994-09-08,473.14,133.03
1994-09-09,468.18,132.92
1994-09-12,466.21,133.23
1994-09-13,467.51,132.23
1994-09-14,468.8,130.72
1994-09-15,474.81,129.87
1994-09-16,471.19,130.58
1994-09-19,470.85,131.44
1994-09-20,463.36,131.68
1994-09-21,461.46,131.19
1994-09-22,461.27,132.14
1994-09-23,459.67,132.61
1994-09-26,460.82,131.55
1994-09-27,462.05,130.93
1994-09-28,464.84,130.85
1994-09-29,462.24,131.59
1994-09-30,462.71,131.65
1994-10-03,461.74,131.5
1994-10-04,454.59,131.28
1994-10-05,453.52,130.95
1994-10-06,452.36,131.25
1994-10-07,455.1,130.59
1994-10-10,459.04,129.44
1994-10-11,465.79,129.05
1994-10-12,465.47,128.58
1994-10-13,467.79,128.19
1994-10-14,469.1,128.47
1994-10-17,468.96,129.57
1994-10-18,467.66,129.49
1994-10-19,470.28,130.3
1994-10-20,466.85,131.62
1994-10-21,464.89,130.34
1994-10-24,460.83,131.34
1994-10-25,461.53,131.62
1994-10-26,462.62,133.23
1994-10-27,465.85,133.91
1994-10-28,473.77,133.57
1994-10-31,472.35,132.87
1994-11-01,468.42,134.25
1994-11-02,466.51,134.64
1994-11-03,467.91,134.38
1994-11-04,462.28,134.33
1994-11-07,463.07,133.04
1994-11-08,465.65,134.03
1994-11-09,465.4,133.06
1994-11-10,464.37,133.22
1994-11-11,462.35,133.2
1994-11-14,466.04,131.93
1994-11-15,465.03,132.38
1994-11-16,465.62,131.64
1994-11-17,463.57,132.21
1994-11-18,461.47,132.17
1994-11-21,458.3,131.82
1994-11-22,450.09,132.77
1994-11-23,449.93,133.12
1994-11-25,452.29,132.88
1994-11-28,454.16,132.99
1994-11-29,455.17,132.12
1994-11-30,453.69,131.85
1994-12-01,448.92,131.38
1994-12-02,453.3,129.5
1994-12-05,453.32,129.14
1994-12-06,453.11,129.43
1994-12-07,451.23,130.04
1994-12-08,445.45,131.51
1994-12-09,446.96,131.33
1994-12-12,449.47,130.86
1994-12-13,450.15,129.89
1994-12-14,454.97,130.15
1994-12-15,455.34,130.57
1994-12-16,458.8,130.75
1994-12-19,457.91,130.04
1994-12-20,457.1,130.62
1994-12-21,459.61,131.29
1994-12-22,459.68,131.74
1994-12-23,459.83,132.4
1994-12-27,462.47,133.99
1994-12-28,460.86,134.77
1994-12-29,461.17,134.51
1994-12-30,459.27,134.78
1995-01-03,459.11,133.43
1995-01-04,460.71,133.46
1995-01-05,460.34,134.18
1995-01-06,460.68,133.93
1995-01-09,460.83,132.91
1995-01-10,461.68,132.83
1995-01-11,461.66,133.38
1995-01-12,461.64,133.64
1995-01-13,465.97,132.2
1995-01-16,469.38,132.96
1995-01-17,470.05,135.16
1995-01-18,469.71,135.97
1995-01-19,466.95,135.92
1995-01-20,464.78,136.42
1995-01-23,465.82,134.91
1995-01-24,465.86,135.48
1995-01-25,467.44,134.81
1995-01-26,468.32,134.89
1995-01-27,470.39,133.74
1995-01-30,468.51,133.51
1995-01-31,470.42,133.69
1995-02-01,470.4,133.71
1995-02-02,472.79,134.5
1995-02-03,478.65,134.74
1995-02-06,481.14,134.41
1995-02-07,480.81,133.0
1995-02-08,481.19,132.41
1995-02-09,480.19,133.36
1995-02-10,481.46,134.21
1995-02-13,481.65,133.36
1995-02-14,482.55,134.07
1995-02-15,484.54,133.92
1995-02-16,485.22,134.51
1995-02-17,481.97,135.51
1995-02-21,482.72,135.68
1995-02-22,485.07,135.66
1995-02-23,486.91,135.41
1995-02-24,488.11,136.15
1995-02-27,483.81,135.93
1995-02-28,487.39,135.36
1995-03-01,485.65,135.34
1995-03-02,485.13,135.08
1995-03-03,485.42,135.91
1995-03-06,485.63,135.85
1995-03-07,482.12,136.25
1995-03-08,483.14,135.71
1995-03-09,483.16,135.32
1995-03-10,489.57,135.29
1995-03-13,490.05,135.99
1995-03-14,492.89,135.14
1995-03-15,491.88,135.5
1995-03-16,495.41,135.53
1995-03-17,495.52,135.59
1995-03-20,496.14,135.82
1995-03-21,495.07,135.44
1995-03-22,495.67,137.61
1995-03-23,495.95,137.27
1995-03-24,500.97,136.59
1995-03-27,503.2,137.32
1995-03-28,503.9,137.11
1995-03-29,503.12,136.91
1995-03-30,502.22,137.31
1995-03-31,500.71,137.57
1995-04-03,501.85,137.68
1995-04-04,505.24,138.46
1995-04-05,505.57,139.39
1995-04-06,506.08,139.84
1995-04-07,506.42,139.94
1995-04-10,507.01,139.56
1995-04-11,505.53,140.16
1995-04-12,507.17,139.49
1995-04-13,509.23,137.64
1995-04-17,506.13,138.99
1995-04-18,505.37,140.18
1995-04-19,504.92,140.35
1995-04-20,505.29,140.9
1995-04-21,508.49,141.76
1995-04-24,512.89,141.17
1995-04-25,512.1,140.69
1995-04-26,512.66,139.72
1995-04-27,513.55,140.9
1995-04-28,514.71,140.59
1995-05-01,514.26,141.1
1995-05-02,514.86,139.94
1995-05-03,520.48,139.61
1995-05-04,520.54,139.95
1995-05-05,520.12,139.38
1995-05-08,523.96,139.05
1995-05-09,523.56,137.52
1995-05-10,524.36,137.97
1995-05-11,524.37,137.01
1995-05-12,525.55,137.6
1995-05-15,527.74,138.68
1995-05-16,528.19,139.47
1995-05-17,527.07,139.2
1995-05-18,519.58,139.94
1995-05-19,519.19,140.14
1995-05-22,523.65,140.49
1995-05-23,528.59,141.01
1995-05-24,528.61,140.31
1995-05-25,528.59,139.96
1995-05-26,523.65,138.92
1995-05-30,523.58,138.27
1995-05-31,533.4,138.55
1995-06-01,533.49,139.53
1995-06-02,532.51,139.49
1995-06-05,535.6,139.56
1995-06-06,535.55,138.9
1995-06-07,533.13,139.02
1995-06-08,532.35,138.89
1995-06-09,527.94,138.69
1995-06-12,530.88,138.53
1995-06-13,536.05,138.15
1995-06-14,536.47,138.91
1995-06-15,537.12,139.19
1995-06-16,539.83,138.5
1995-06-19,545.22,137.45
1995-06-20,544.98,137.63
1995-06-21,543.98,136.93
1995-06-22,551.07,137.01
1995-06-23,549.71,136.68
1995-06-26,544.13,135.84
1995-06-27,542.43,135.68
1995-06-28,544.73,136.06
1995-06-29,543.87,135.2
1995-06-30,544.75,134.27
1995-07-03,547.09,134.51
1995-07-05,547.26,133.3
1995-07-06,553.99,133.61
1995-07-07,556.37,132.93
1995-07-10,557.19,134.23
1995-07-11,554.78,134.21
1995-07-12,560.89,134.5
1995-07-13,561.0,133.54
1995-07-14,559.89,134.45
1995-07-17,562.72,134.48
1995-07-18,558.46,134.95
1995-07-19,550.98,133.93
1995-07-20,553.54,133.2
1995-07-21,553.62,133.94
1995-07-24,556.63,134.02
1995-07-25,561.1,134.21
1995-07-26,561.61,136.16
1995-07-27,565.22,135.83
1995-07-28,562.93,135.73
1995-07-31,562.06,135.98
1995-08-01,559.64,135.29
1995-08-02,558.8,135.71
1995-08-03,558.75,135.87
1995-08-04,558.94,135.75
1995-08-07,560.03,135.9
1995-08-08,560.39,135.88
1995-08-09,559.71,136.24
1995-08-10,557.45,136.4
1995-08-11,555.11,136.52
1995-08-14,559.74,136.29
1995-08-15,558.57,136.47
1995-08-16,559.97,136.47
1995-08-17,559.04,137.12
1995-08-18,559.21,138.07
1995-08-21,558.11,139.79
1995-08-22,559.52,139.97
1995-08-23,557.14,140.31
1995-08-24,557.46,139.65
1995-08-25,560.1,139.68
1995-08-28,559.05,139.38
1995-08-29,560.0,139.09
1995-08-30,560.92,138.39
1995-08-31,561.88,139.45
1995-09-01,563.84,140.44
1995-09-05,569.17,141.08
1995-09-06,570.17,139.85
1995-09-07,570.29,139.22
1995-09-08,572.68,139.54
1995-09-11,573.91,139.42
1995-09-12,576.51,139.79
1995-09-13,578.77,139.55
1995-09-14,583.61,140.24
1995-09-15,583.35,140.74
1995-09-18,582.77,141.37
1995-09-19,584.2,140.7
1995-09-20,586.77,139.97
1995-09-21,583.0,140.03
1995-09-22,581.73,138.47
1995-09-25,581.81,138.3
1995-09-26,581.41,138.24
1995-09-27,581.04,138.15
1995-09-28,585.87,138.98
1995-09-29,584.41,138.43
1995-10-02,581.72,139.02
1995-10-03,582.34,138.5
1995-10-04,581.47,138.33
1995-10-05,582.63,136.86
1995-10-06,582.49,136.74
1995-10-09,578.37,137.52
1995-10-10,577.52,137.32
1995-10-11,579.46,137.79
1995-10-12,583.1,137.36
1995-10-13,584.5,138.33
1995-10-16,583.03,138.57
1995-10-17,586.78,137.66
1995-10-18,587.44,137.5
1995-10-19,590.65,137.73
1995-10-20,587.46,138.07
1995-10-23,585.06,138.34
1995-10-24,586.54,138.53
1995-10-25,582.47,138.52
1995-10-26,576.72,139.49
1995-10-27,579.7,139.17
1995-10-30,583.25,139.54
1995-10-31,581.5,139.85
1995-11-01,584.22,140.71
1995-11-02,589.72,141.95
1995-11-03,590.57,141.64
1995-11-06,588.46,141.28
1995-11-07,586.32,141.31
1995-11-08,591.71,141.56
1995-11-09,593.26,141.21
1995-11-10,592.72,141.62
1995-11-13,592.3,141.24
1995-11-14,589.29,140.85
1995-11-15,593.96,141.25
1995-11-16,597.34,142.04
1995-11-17,600.07,143.05
1995-11-20,596.85,142.8
1995-11-21,600.24,142.21
1995-11-22,598.4,142.58
1995-11-24,599.97,142.68
1995-11-27,601.32,143.28
1995-11-28,606.45,142.48
1995-11-29,607.64,142.54
1995-11-30,605.37,142.1
1995-12-01,606.98,143.19
1995-12-04,613.68,144.02
1995-12-05,617.68,144.71
1995-12-06,620.18,144.48
1995-12-07,616.17,144.92
1995-12-08,617.48,145.96
1995-12-11,619.52,145.78
1995-12-12,618.78,145.61
1995-12-13,621.69,146.87
1995-12-14,616.92,147.74
1995-12-15,616.34,147.91
1995-12-18,606.81,148.18
1995-12-19,611.93,148.25
1995-12-20,605.94,148.61
1995-12-21,610.49,149.16
1995-12-22,611.95,148.29
1995-12-26,614.3,149.12
1995-12-27,614.53,151.11
1995-12-28,614.12,149.19
1995-12-29,615.93,150.15
1996-01-02,620.73,151.86
1996-01-03,621.32,152.59
1996-01-04,617.7,152.39
1996-01-05,616.71,153.62
1996-01-08,618.46,153.13
1996-01-09,609.45,153.0
1996-01-10,598.48,152.26
1996-01-11,602.69,149.79
1996-01-12,601.81,147.95
1996-01-15,599.82,147.16
1996-01-16,608.44,145.59
1996-01-17,606.37,147.0
1996-01-18,608.24,148.02
1996-01-19,611.83,147.78
1996-01-22,613.4,147.42
1996-01-23,612.79,148.0
1996-01-24,619.96,148.66
1996-01-25,617.03,146.87
1996-01-26,621.62,148.06
1996-01-29,624.22,149.23
1996-01-30,630.15,150.19
1996-01-31,636.02,152.01
1996-02-01,638.46,151.88
1996-02-02,635.84,151.95
1996-02-05,641.43,149.84
1996-02-06,646.33,150.55
1996-02-07,649.93,150.74
1996-02-08,656.07,151.81
1996-02-09,656.37,152.36
1996-02-12,661.45,152.39
1996-02-13,660.51,155.03
1996-02-14,655.58,155.45
1996-02-15,651.32,155.39
1996-02-16,647.98,155.03
1996-02-20,640.65,156.53
1996-02-21,648.1,157.96
1996-02-22,658.86,158.72
1996-02-23,659.08,156.51
1996-02-26,650.46,157.78
1996-02-27,647.24,158.42
1996-02-28,644.75,157.45
1996-02-29,640.43,157.44
1996-03-01,644.37,156.29
1996-03-04,650.81,155.49
1996-03-05,655.79,155.89
1996-03-06,652.0,157.25
1996-03-07,653.65,157.24
1996-03-08,633.5,157.36
1996-03-11,640.02,158.55
1996-03-12,637.09,159.69
1996-03-13,638.55,160.32
1996-03-14,640.87,161.07
1996-03-15,641.43,161.81
1996-03-18,652.65,164.58
1996-03-19,651.69,164.59
1996-03-20,649.98,164.95
1996-03-21,649.19,165.79
1996-03-22,650.62,167.95
1996-03-25,650.04,168.83
1996-03-26,652.97,168.54
1996-03-27,648.91,168.13
1996-03-28,648.94,166.62
1996-03-29,645.5,166.91
1996-04-01,653.73,168.67
1996-04-02,655.26,169.7
1996-04-03,655.88,169.43
1996-04-04,655.86,171.0
1996-04-08,644.24,172.51
1996-04-09,642.19,172.6
1996-04-10,633.5,175.41
1996-04-11,631.18,177.61
1996-04-12,636.71,175.63
1996-04-15,642.49,175.96
1996-04-16,645.0,172.57
1996-04-17,641.61,172.36
1996-04-18,643.61,171.57
1996-04-19,645.07,172.05
1996-04-22,647.89,174.86
1996-04-23,651.58,176.96
1996-04-24,650.17,176.71
1996-04-25,652.87,176.62
1996-04-26,653.46,176.75
1996-04-29,654.16,176.52
1996-04-30,654.17,172.82
1996-05-01,654.58,173.31
1996-05-02,643.38,173.1
1996-05-03,641.63,173.99
1996-05-06,640.81,173.76
1996-05-07,638.26,175.09
1996-05-08,644.77,175.88
1996-05-09,645.44,175.41
1996-05-10,652.09,175.54
1996-05-13,661.51,176.89
1996-05-14,665.6,176.71
1996-05-15,665.42,176.34
1996-05-16,664.85,174.83
1996-05-17,668.91,173.81
1996-05-20,673.15,176.28
1996-05-21,672.76,175.03
1996-05-22,678.42,176.72
1996-05-23,676.0,176.28
1996-05-24,678.51,176.6
1996-05-28,672.23,175.29
1996-05-29,667.93,174.15
1996-05-30,671.7,171.6
1996-05-31,669.12,171.82
1996-06-03,667.68,171.35
1996-06-04,672.56,171.66
1996-06-05,678.44,168.81
1996-06-06,673.03,169.85
1996-06-07,673.31,171.65
1996-06-10,672.16,172.4
1996-06-11,670.97,171.27
1996-06-12,669.04,171.51
1996-06-13,667.92,171.13
1996-06-14,665.85,170.86
1996-06-17,665.16,173.65
1996-06-18,662.06,173.53
1996-06-19,661.96,171.96
1996-06-20,662.1,172.32
1996-06-21,666.84,171.95
1996-06-24,668.85,171.68
1996-06-25,668.48,170.67
1996-06-26,664.39,172.81
1996-06-27,668.55,174.41
1996-06-28,670.63,175.29
1996-07-01,675.88,177.05
1996-07-02,673.61,175.7
1996-07-03,672.4,176.45
1996-07-05,657.44,176.04
1996-07-08,652.54,177.25
1996-07-09,654.75,177.67
1996-07-10,656.06,178.1
1996-07-11,645.67,179.07
1996-07-12,646.19,179.8
1996-07-15,629.8,179.89
1996-07-16,628.37,178.45
1996-07-17,634.07,176.6
1996-07-18,643.56,175.11
1996-07-19,638.73,173.55
1996-07-22,633.77,172.02
1996-07-23,626.87,173.8
1996-07-24,626.65,172.79
1996-07-25,631.17,172.94
1996-07-26,635.9,170.85
1996-07-29,630.91,171.04
1996-07-30,635.26,171.45
1996-07-31,639.95,172.17
1996-08-01,650.02,174.6
1996-08-02,662.49,175.23
1996-08-05,660.23,174.13
1996-08-06,662.38,174.12
1996-08-07,664.16,174.57
1996-08-08,662.59,175.99
1996-08-09,662.1,176.17
1996-08-12,665.77,178.84
1996-08-13,660.2,179.99
1996-08-14,662.05,179.46
1996-08-15,662.28,178.43
1996-08-16,665.21,180.13
1996-08-19,666.58,181.97
1996-08-20,665.69,180.45
1996-08-21,665.07,179.58
1996-08-22,670.68,180.94
1996-08-23,667.03,180.45
1996-08-26,663.88,179.44
1996-08-27,666.4,178.87
1996-08-28,664.81,178.73
1996-08-29,657.4,180.61
1996-08-30,651.99,181.03
1996-09-03,654.72,183.21
1996-09-04,655.61,181.75
1996-09-05,649.44,181.72
1996-09-06,655.68,183.57
1996-09-09,663.76,183.07
1996-09-10,663.81,183.89
1996-09-11,667.28,184.21
1996-09-12,671.15,184.76
1996-09-13,680.54,183.57
1996-09-16,683.98,180.76
1996-09-17,682.94,180.64
1996-09-18,681.47,182.6
1996-09-19,683.0,181.67
1996-09-20,687.03,181.08
1996-09-23,686.48,180.64
1996-09-24,685.61,182.86
1996-09-25,685.83,184.35
1996-09-26,685.86,183.58
1996-09-27,686.19,184.56
1996-09-30,687.33,183.08
1996-10-01,689.08,181.91
1996-10-02,694.01,182.2
1996-10-03,692.78,184.31
1996-10-04,701.46,184.54
1996-10-07,703.34,186.47
1996-10-08,700.64,187.94
1996-10-09,696.74,186.54
1996-10-10,694.61,184.57
1996-10-11,700.66,184.49
1996-10-14,703.54,185.6
1996-10-15,702.57,186.13
1996-10-16,704.41,184.47
1996-10-17,706.99,185.28
1996-10-18,710.82,185.41
1996-10-21,709.85,185.94
1996-10-22,706.57,187.48
1996-10-23,707.27,186.58
1996-10-24,702.29,185.07
1996-10-25,700.92,186.88
1996-10-28,697.26,186.91
1996-10-29,701.5,184.8
1996-10-30,700.9,185.44
1996-10-31,705.27,181.38
1996-11-01,703.77,180.58
1996-11-04,706.73,179.76
1996-11-05,714.14,179.55
1996-11-06,724.59,180.4
1996-11-07,727.65,181.71
1996-11-08,730.82,183.42
1996-11-11,731.87,183.46
1996-11-12,729.56,183.36
1996-11-13,731.13,185.76
1996-11-14,735.88,186.81
1996-11-15,737.62,187.26
1996-11-18,737.02,186.57
1996-11-19,742.16,189.53
1996-11-20,743.95,188.63
1996-11-21,742.75,189.63
1996-11-22,748.73,190.07
1996-11-25,757.03,189.36
1996-11-26,755.96,190.87
1996-11-27,755.0,191.12
1996-11-29,757.02,190.84
1996-12-02,756.56,191.03
1996-12-03,748.28,191.34
1996-12-04,745.1,191.33
1996-12-05,744.38,194.6
1996-12-06,739.6,193.38
1996-12-09,749.76,191.31
1996-12-10,747.54,190.07
1996-12-11,740.73,188.37
1996-12-12,729.3,189.59
1996-12-13,728.64,192.37
1996-12-16,720.98,196.31
1996-12-17,726.04,195.07
1996-12-18,731.54,196.37
1996-12-19,745.76,197.69
1996-12-20,748.87,197.27
1996-12-23,746.92,195.48
1996-12-24,751.03,196.58
1996-12-26,755.82,194.97
1996-12-27,756.79,193.81
1996-12-30,753.85,192.54
1996-12-31,740.74,194.55
1997-01-02,737.01,195.19
1997-01-03,748.03,195.29
1997-01-06,747.65,198.71
1997-01-07,753.23,198.38
1997-01-08,748.41,199.78
1997-01-09,754.85,199.14
1997-01-10,759.5,198.34
1997-01-13,759.51,196.73
1997-01-14,768.86,197.11
1997-01-15,767.2,200.14
1997-01-16,769.75,197.77
1997-01-17,776.17,196.63
1997-01-20,776.7,196.62
1997-01-21,782.72,195.06
1997-01-22,786.23,195.64
1997-01-23,777.56,195.37
1997-01-24,770.52,195.47
1997-01-27,765.02,196.52
1997-01-28,765.02,195.86
1997-01-29,772.5,196.29
1997-01-30,784.17,196.78
1997-01-31,786.16,194.78
1997-02-03,786.73,194.71
1997-02-04,789.26,194.81
1997-02-05,778.28,194.87
1997-02-06,780.15,192.82
1997-02-07,789.56,190.63
1997-02-10,785.43,191.71
1997-02-11,789.59,191.78
1997-02-12,802.77,190.69
1997-02-13,811.82,191.15
1997-02-14,808.48,191.82
1997-02-18,816.29,192.19
1997-02-19,812.49,194.4
1997-02-20,802.8,193.06
1997-02-21,801.77,192.79
1997-02-24,810.28,190.25
1997-02-25,812.03,191.92
1997-02-26,805.68,193.42
1997-02-27,795.07,192.55
1997-02-28,790.82,191.38
1997-03-03,795.31,192.56
1997-03-04,790.95,195.0
1997-03-05,801.99,193.57
1997-03-06,798.56,195.42
1997-03-07,804.97,196.8
1997-03-10,813.65,196.83
1997-03-11,811.34,196.55
1997-03-12,804.26,195.79
1997-03-13,789.56,195.61
1997-03-14,793.17,197.91
1997-03-17,795.71,195.24
1997-03-18,789.66,197.17
1997-03-19,785.77,197.5
1997-03-20,782.65,198.39
1997-03-21,784.1,196.5
1997-03-24,790.89,194.55
1997-03-25,789.07,195.65
1997-03-26,790.5,194.66
1997-03-27,773.88,195.74
1997-03-31,757.12,194.99
1997-04-01,759.64,195.14
1997-04-02,750.11,192.33
1997-04-03,750.32,190.84
1997-04-04,757.9,189.61
1997-04-07,762.13,189.27
1997-04-08,766.12,189.31
1997-04-09,760.6,189.98
1997-04-10,758.34,191.54
1997-04-11,737.65,190.68
1997-04-14,743.73,192.1
1997-04-15,754.72,191.23
1997-04-16,763.53,189.68
1997-04-17,761.77,190.87
1997-04-18,766.34,192.9
1997-04-21,760.37,193.89
1997-04-22,774.61,193.12
1997-04-23,773.64,193.65
1997-04-24,771.18,194.47
1997-04-25,765.37,194.78
1997-04-28,772.96,193.86
1997-04-29,794.05,195.8
1997-04-30,801.34,196.77
1997-05-01,798.53,196.45
1997-05-02,812.97,194.98
1997-05-05,830.29,194.97
1997-05-06,827.76,195.09
1997-05-07,815.62,195.65
1997-05-08,820.26,197.53
1997-05-09,824.78,198.32
1997-05-12,837.66,201.26
1997-05-13,833.13,201.6
1997-05-14,836.04,201.53
1997-05-15,841.88,202.44
1997-05-16,829.75,205.25
1997-05-19,833.27,203.94
1997-05-20,841.66,202.13
1997-05-21,839.35,203.81
1997-05-22,835.66,203.7
1997-05-23,847.03,202.95
1997-05-27,849.71,201.1
1997-05-28,847.21,202.61
1997-05-29,844.08,204.04
1997-05-30,848.28,201.56
1997-06-02,846.36,199.91
1997-06-03,845.48,198.31
1997-06-04,840.11,196.55
1997-06-05,843.43,194.81
1997-06-06,858.01,192.96
1997-06-09,862.91,192.86
1997-06-10,865.27,191.76
1997-06-11,869.57,191.64
1997-06-12,883.46,192.09
1997-06-13,893.27,192.6
1997-06-16,893.9,192.55
1997-06-17,894.42,193.71
1997-06-18,889.06,191.24
1997-06-19,897.99,191.48
1997-06-20,898.7,190.15
1997-06-23,878.62,191.36
1997-06-24,896.34,191.0
1997-06-25,888.99,192.01
1997-06-26,883.68,189.66
1997-06-27,887.3,190.91
1997-06-30,885.14,191.94
1997-07-01,891.03,191.94
1997-07-02,904.03,191.56
1997-07-03,916.92,188.52
1997-07-07,912.2,186.83
1997-07-08,918.75,187.79
1997-07-09,907.54,187.85
1997-07-10,913.78,186.5
1997-07-11,916.68,187.01
1997-07-14,918.38,187.42
1997-07-15,925.76,189.06
1997-07-16,936.59,188.63
1997-07-17,931.61,189.5
1997-07-18,915.3,188.88
1997-07-21,912.94,187.37
1997-07-22,933.98,188.47
1997-07-23,936.56,189.88
1997-07-24,940.3,190.99
1997-07-25,938.79,192.25
1997-07-28,936.45,193.87
1997-07-29,942.29,194.45
1997-07-30,952.29,195.66
1997-07-31,954.31,196.36
1997-08-01,947.14,197.67
1997-08-04,950.3,199.66
1997-08-05,952.37,199.13
1997-08-06,960.32,198.14
1997-08-07,951.19,197.49
1997-08-08,933.54,196.54
1997-08-11,937.0,196.43
1997-08-12,926.53,196.73
1997-08-13,922.02,197.62
1997-08-14,924.77,196.87
1997-08-15,900.81,196.08
1997-08-18,912.49,194.9
1997-08-19,926.01,196.61
1997-08-20,939.35,195.23
1997-08-21,925.05,194.46
1997-08-22,923.54,195.25
1997-08-25,920.16,193.45
1997-08-26,913.02,193.81
1997-08-27,913.7,195.81
1997-08-28,903.67,196.18
1997-08-29,899.47,196.94
1997-09-02,927.58,197.69
1997-09-03,927.86,198.02
1997-09-04,930.87,196.83
1997-09-05,929.05,196.89
1997-09-08,931.2,196.02
1997-09-09,933.62,196.06
1997-09-10,919.03,195.93
1997-09-11,912.59,196.29
1997-09-12,923.91,195.17
1997-09-15,919.77,194.66
1997-09-16,945.64,195.23
1997-09-17,943.0,194.61
1997-09-18,947.29,195.19
1997-09-19,950.51,194.81
1997-09-22,955.43,195.78
1997-09-23,951.93,196.15
1997-09-24,944.48,196.56
1997-09-25,937.91,198.83
1997-09-26,945.22,200.06
1997-09-29,953.34,200.69
1997-09-30,947.28,200.18
1997-10-01,955.41,199.84
1997-10-02,960.46,201.8
1997-10-03,965.03,205.42
1997-10-06,972.69,202.97
1997-10-07,983.12,203.36
1997-10-08,973.84,204.47
1997-10-09,970.62,204.34
1997-10-10,966.98,205.65
1997-10-13,968.1,203.78
1997-10-14,970.28,201.16
1997-10-15,965.72,201.14
1997-10-16,955.25,202.07
1997-10-17,944.16,200.33
1997-10-20,955.61,201.49
1997-10-21,972.28,201.1
1997-10-22,968.49,203.82
1997-10-23,950.69,202.02
1997-10-24,941.64,201.08
1997-10-27,876.99,202.01
1997-10-28,921.85,198.83
1997-10-29,919.16,199.81
1997-10-30,903.68,201.52
1997-10-31,914.62,201.38
1997-11-03,938.99,200.62
1997-11-04,940.76,199.68
1997-11-05,942.76,199.47
1997-11-06,938.03,199.09
1997-11-07,927.51,200.13
1997-11-10,921.13,199.44
1997-11-11,923.78,200.49
1997-11-12,905.96,199.93
1997-11-13,916.66,200.38
1997-11-14,928.35,200.18
1997-11-17,946.2,198.11
1997-11-18,938.23,196.97
1997-11-19,944.59,196.0
1997-11-20,958.98,192.8
1997-11-21,963.09,193.56
1997-11-24,946.67,193.45
1997-11-25,950.82,192.68
1997-11-26,951.64,190.92
1997-11-28,955.4,190.7
1997-12-01,974.77,189.82
1997-12-02,971.68,190.07
1997-12-03,976.77,189.34
1997-12-04,973.1,188.15
1997-12-05,983.79,189.05
1997-12-08,982.37,189.7
1997-12-09,975.78,189.62
1997-12-10,969.79,188.07
1997-12-11,954.94,186.99
1997-12-12,953.39,186.77
1997-12-15,963.39,185.98
1997-12-16,968.04,184.83
1997-12-17,965.54,185.68
1997-12-18,955.3,186.67
1997-12-19,946.78,185.78
1997-12-22,953.7,183.79
1997-12-23,939.13,183.77
1997-12-24,932.7,184.23
1997-12-26,936.46,183.89
1997-12-29,953.35,181.63
1997-12-30,970.84,181.73
1997-12-31,970.43,181.09
1998-01-02,975.04,179.23
1998-01-05,977.07,177.22
1998-01-06,966.58,176.45
1998-01-07,964.0,176.23
1998-01-08,956.05,175.55
1998-01-09,927.69,173.58
1998-01-12,939.21,172.29
1998-01-13,952.12,173.95
1998-01-14,957.94,173.95
1998-01-15,950.73,174.54
1998-01-16,961.51,175.6
1998-01-20,978.6,175.87
1998-01-21,970.81,175.06
1998-01-22,963.04,174.8
1998-01-23,957.59,174.47
1998-01-26,956.95,177.3
1998-01-27,969.02,178.25
1998-01-28,977.46,179.29
1998-01-29,985.49,181.42
1998-01-30,980.28,179.31
1998-02-02,1001.27,179.39
1998-02-03,1006.0,176.84
1998-02-04,1006.9,176.5
1998-02-05,1003.54,177.4
1998-02-06,1012.46,177.26
1998-02-09,1010.74,176.11
1998-02-10,1019.01,175.93
1998-02-11,1020.01,174.59
1998-02-12,1024.14,174.29
1998-02-13,1020.09,174.12
1998-02-17,1022.76,171.47
1998-02-18,1032.08,173.44
1998-02-19,1028.28,173.2
1998-02-20,1034.21,171.84
1998-02-23,1038.14,168.11
1998-02-24,1030.56,167.28
1998-02-25,1042.9,168.7
1998-02-26,1048.67,168.41
1998-02-27,1049.34,169.3
1998-03-02,1047.7,169.52
1998-03-03,1052.02,167.93
1998-03-04,1047.33,168.01
1998-03-05,1035.05,167.56
1998-03-06,1055.69,166.51
1998-03-09,1052.31,164.68
1998-03-10,1064.25,164.51
1998-03-11,1068.47,164.62
1998-03-12,1069.92,164.93
1998-03-13,1068.61,164.33
1998-03-16,1079.27,161.59
1998-03-17,1080.45,161.13
1998-03-18,1085.52,165.01
1998-03-19,1089.74,164.67
1998-03-20,1099.16,165.15
1998-03-23,1095.55,172.75
