"","4Fundos DEF","4Fundos EW","4Fundos AGR"
"2011-01-03",15.27,19.86,26.56
"2011-01-04",15.2,19.77,26.47
"2011-01-05",15.17,20.12,27.26
"2011-01-06",15.14,20.08,27.39
"2011-01-07",14.94,19.8,27.08
"2011-01-10",14.51,19.23,26.26
"2011-01-11",14.91,20.07,27.98
"2011-01-12",14.71,20.04,28.27
"2011-01-13",13.91,18.55,25.58
"2011-01-14",13.55,18.11,24.94
"2011-01-16",13.39,17.97,24.82
"2011-01-17",13.36,17.92,24.68
"2011-01-18",13.14,17.53,23.92
"2011-01-19",12.65,16.73,22.65
"2011-01-20",12.28,16.45,22.33
"2011-01-21",12.46,16.64,22.66
"2011-01-24",12.78,17.04,23.09
"2011-01-25",12.83,17.03,22.92
"2011-01-26",13.1,17.59,23.98
"2011-01-27",13.05,17.47,23.82
"2011-01-28",12.76,17.09,23.16
"2011-01-31",12.38,16.44,22.14
"2011-02-01",12.34,16.41,22.1
"2011-02-02",12.45,16.57,22.3
"2011-02-03",13.2,17.95,24.71
"2011-02-04",13.44,18.64,25.91
"2011-02-07",14.1,19.62,27.42
"2011-02-08",13.81,19.24,26.73
"2011-02-09",13.69,18.81,25.95
"2011-02-10",13.34,18.18,24.75
"2011-02-11",13.57,18.6,25.46
"2011-02-14",13.99,19.26,26.46
"2011-02-15",13.85,18.94,25.92
"2011-02-16",13.55,18.24,24.57
"2011-02-17",13.75,18.26,24.37
"2011-02-18",13.37,17.69,23.36
"2011-02-21",13.24,17.51,23.09
"2011-02-22",12.6,16.74,22.06
"2011-02-23",11.92,15.74,20.53
"2011-02-24",11.64,15.4,20.06
"2011-02-25",12.25,16.46,21.85
"2011-02-28",11.75,15.57,20.26
"2011-03-01",11.39,14.95,19.34
"2011-03-02",11.35,14.83,19.11
"2011-03-03",10.95,14.52,18.94
"2011-03-04",10.64,13.75,17.56
"2011-03-07",10.28,13.12,16.6
"2011-03-08",10.37,13.34,17.06
"2011-03-09",10.46,13.42,17.16
"2011-03-10",10.17,12.87,16.18
"2011-03-11",9.96,12.51,15.6
"2011-03-14",8.95,10.86,13.08
"2011-03-15",8.12,9.7,11.21
"2011-03-16",7.78,9.05,10.28
"2011-03-17",7.55,8.75,9.95
"2011-03-18",7.47,8.74,9.95
"2011-03-21",7.76,9.32,10.84
"2011-03-22",7.38,8.71,9.99
"2011-03-23",7.49,8.72,9.88
"2011-03-24",7.77,8.95,10.17
"2011-03-25",8.16,9.71,11.36
"2011-03-28",7.96,9.44,11.08
"2011-03-29",7.93,9.43,11.1
"2011-03-30",8.52,10.47,12.85
"2011-03-31",8.03,9.64,11.56
"2011-04-01",8.16,9.87,12.05
"2011-04-04",8.18,9.79,11.76
"2011-04-05",7.86,9.16,10.67
"2011-04-06",7.44,8.61,9.8
"2011-04-07",7.53,8.75,10.01
"2011-04-08",7.27,8.3,9.35
"2011-04-11",7.37,8.46,9.58
"2011-04-12",6.92,7.86,8.58
"2011-04-13",6.81,7.73,8.54
"2011-04-14",6.58,7.4,8.06
"2011-04-15",7.02,8.17,9.3
"2011-04-18",7.21,8.55,9.81
"2011-04-19",6.78,7.7,8.49
"2011-04-20",6.6,7.53,8.34
"2011-04-21",6.58,7.47,8.16
"2011-04-22",6.49,7.29,7.82
"2011-04-25",6.09,6.64,6.86
"2011-04-26",6.74,7.85,8.68
"2011-04-27",7.16,8.39,9.35
"2011-04-28",6.69,7.75,8.46
"2011-04-29",7.1,8.45,9.63
"2011-05-02",7.05,8.39,9.53
"2011-05-03",6.78,8.16,9.15
"2011-05-04",6.48,7.81,8.56
"2011-05-05",7.09,8.92,10.23
"2011-05-06",8.94,11.64,14.05
"2011-05-09",8.19,10.27,11.96
"2011-05-10",8.03,9.98,11.44
"2011-05-11",7.45,9.02,10.08
"2011-05-12",7.2,8.71,9.7
"2011-05-13",7.29,9.11,10.47
"2011-05-16",7.03,8.62,9.55
"2011-05-17",6.95,8.57,9.53
"2011-05-18",7.63,9.77,11.43
"2011-05-19",8.82,11.73,14.53
"2011-05-20",9.61,12.92,16.14
"2011-05-23",9.12,12.05,14.69
"2011-05-24",9.28,12.36,15.11
"2011-05-25",9.07,11.79,13.98
"2011-05-26",8.85,11.05,12.63
"2011-05-27",8.76,10.93,12.61
"2011-05-30",8.68,10.82,12.42
"2011-05-31",9.01,11.39,13.36
"2011-06-01",8.49,10.33,11.48
"2011-06-02",7.67,8.98,9.41
"2011-06-03",7.13,8.47,8.8
"2011-06-06",7.32,8.79,9.28
"2011-06-07",7.34,9.02,9.65
"2011-06-08",7.11,8.5,8.74
"2011-06-09",7.22,8.4,8.44
"2011-06-10",6.96,8.03,7.79
"2011-06-13",7.02,7.95,7.71
"2011-06-14",6.76,7.64,7.34
"2011-06-15",6.87,7.71,7.46
"2011-06-16",6.81,7.7,7.6
"2011-06-17",6.54,7.19,6.85
"2011-06-20",6.45,7.09,6.73
"2011-06-21",6.59,7.62,7.81
"2011-06-22",6.64,7.78,8.01
"2011-06-23",7.43,8.81,9.52
"2011-06-24",7.66,9.22,10.1
"2011-06-27",7.02,8.51,9.19
"2011-06-28",7.43,9.57,11.16
"2011-06-29",7.91,10.56,12.91
"2011-06-30",9,12.51,15.91
"2011-07-01",9.64,13.56,17.57
"2011-07-04",9.67,13.59,17.56
"2011-07-05",9.85,13.87,17.98
"2011-07-06",9.89,13.66,17.56
"2011-07-07",9.7,13.37,17.15
"2011-07-08",9.83,13.17,16.59
"2011-07-11",9.83,12.98,16.21
"2011-07-12",9.45,12.24,14.98
"2011-07-13",9.2,11.93,14.66
"2011-07-14",9.45,12.48,15.6
"2011-07-15",10.16,13.65,17.53
"2011-07-18",10.25,13.69,17.46
"2011-07-19",9.9,13.25,16.93
"2011-07-20",9.4,12.66,16.16
"2011-07-21",8.72,11.75,14.78
"2011-07-22",8.81,11.55,14.27
"2011-07-25",8.87,11.45,13.92
"2011-07-26",8.78,11.21,13.55
"2011-07-27",8.88,11.35,13.72
"2011-07-28",9.05,11.6,14.1
"2011-07-29",8.59,10.76,12.78
"2011-08-01",8.42,10.48,12.41
"2011-08-02",8.21,9.84,11.19
"2011-08-03",7.47,8.54,9.21
"2011-08-04",6.7,7.14,6.97
"2011-08-05",6.04,6.37,6.06
"2011-08-08",4.19,3.32,1.28
"2011-08-09",4.23,3.73,2.6
"2011-08-10",4.28,3.77,2.37
"2011-08-11",4.72,4.74,4.18
"2011-08-12",5.13,5.48,5.52
"2011-08-15",4.83,5.23,5.12
"2011-08-16",4.73,4.91,4.5
"2011-08-17",4.72,4.76,4.25
"2011-08-18",4.37,4,2.68
"2011-08-19",3.47,2.67,0.83
"2011-08-22",3.24,2.38,0.52
"2011-08-23",3.69,3.57,2.79
"2011-08-24",3.57,3.62,3.11
"2011-08-25",3.52,3.49,3
"2011-08-26",3.65,3.38,2.66
"2011-08-29",3.4,3.44,2.96
"2011-08-30",4.25,4.75,5.06
"2011-08-31",4.36,4.77,4.9
"2011-09-01",4.64,4.91,4.86
"2011-09-02",4.39,3.96,3.02
"2011-09-05",3.96,3.22,1.8
"2011-09-06",3.39,2.37,0.91
"2011-09-07",3.87,3.26,2.53
"2011-09-08",4.05,3.26,2.2
"2011-09-09",4.21,3.16,1.62
"2011-09-12",3.69,2.42,0.68
"2011-09-13",3.53,2.59,1.33
"2011-09-14",3.74,3,2.01
"2011-09-15",4.01,3.56,2.91
"2011-09-16",4.4,4.16,3.7
"2011-09-19",4.14,3.44,2.39
"2011-09-20",3.96,3.43,2.57
"2011-09-21",3.97,3.54,2.81
"2011-09-22",3.13,2.02,0.4
"2011-09-23",2.82,1.59,-0.14
"2011-09-26",2.75,1.84,0.6
"2011-09-27",3,2.72,2.25
"2011-09-28",2.68,2.19,1.4
"2011-09-29",2.72,2.25,1.54
"2011-09-30",3.08,2.63,1.95
"2011-10-03",2.66,1.92,0.96
"2011-10-04",2.11,1.1,-0.21
"2011-10-05",2.17,1.57,0.93
"2011-10-06",2.55,2.25,1.95
"2011-10-07",2.28,1.98,1.55
"2011-10-10",2.33,2.08,1.79
"2011-10-11",2.38,2.27,2.12
"2011-10-12",2.29,2.29,2.14
"2011-10-13",2.79,2.87,2.78
"2011-10-14",2.73,2.79,2.61
"2011-10-17",2.86,2.76,2.18
"2011-10-18",3.24,3.14,2.73
"2011-10-19",3.31,3.25,2.79
"2011-10-20",3.24,3.12,2.43
"2011-10-21",3.08,2.98,2.51
"2011-10-24",3.44,3.62,3.48
"2011-10-25",3.39,3.09,2.23
"2011-10-26",4.09,3.97,3.35
"2011-10-27",4.22,4.63,4.45
"2011-10-28",4.25,4.7,4.32
"2011-10-31",4.14,4.52,3.93
"2011-11-01",4.61,4.42,3.58
"2011-11-02",4.3,4.09,3.39
"2011-11-03",4.51,4.68,4.45
"2011-11-04",4.22,4.33,3.77
"2011-11-07",3.79,3.42,2.44
"2011-11-08",3.75,3.31,2.25
"2011-11-09",3.96,3.25,1.88
"2011-11-10",3.52,2.6,0.94
"2011-11-11",3.64,2.79,1.16
"2011-11-14",4.43,3.78,2.45
"2011-11-15",4.73,3.83,2.28
"2011-11-16",4.97,4.27,2.96
"2011-11-17",4.37,3.47,1.82
"2011-11-18",3.57,2.24,0.07
"2011-11-21",3.11,1.41,-1.32
"2011-11-22",2.47,0.65,-2.15
"2011-11-23",2.13,0.25,-2.65
"2011-11-24",1.78,-0.64,-4.01
"2011-11-25",1.26,-0.95,-4.19
"2011-11-28",1.8,-0.11,-2.85
"2011-11-29",2.01,0.3,-2.37
"2011-11-30",2.75,1.53,-0.5
"2011-12-01",2.6,0.86,-1.89
"2011-12-02",2.93,1.1,-1.65
"2011-12-05",3.1,1.55,-0.88
"2011-12-06",2.76,1.12,-1.57
"2011-12-07",3.33,1.32,-1.64
"2011-12-08",3.51,1.13,-2.28
"2011-12-09",3.1,0.94,-2.24
"2011-12-12",3.34,0.86,-2.58
"2011-12-13",3.81,1.54,-1.55
"2011-12-14",3.92,1.13,-2.37
"2011-12-15",4.03,1.27,-2.21
"2011-12-16",3.9,0.9,-2.87
"2011-12-19",3.28,0.19,-3.78
"2011-12-20",3.29,0.57,-2.95
"2011-12-21",3.29,0.61,-2.94
"2011-12-22",3.15,0.49,-3
"2011-12-23",3.4,0.95,-2.29
"2011-12-26",3.41,0.94,-2.31
"2011-12-27",3.43,0.99,-2.25
"2011-12-28",3.76,1.17,-2.19
"2011-12-29",4.13,1.67,-1.6
"2011-12-30",4.37,2.12,-0.84
"2011-12-31",4.53,2.46,-0.22
"2012-01-02",4.55,2.51,-0.14
"2012-01-03",4.21,2.27,-0.41
"2012-01-04",4.2,2.08,-0.78
"2012-01-05",4.38,2.28,-0.59
"2012-01-06",4.4,2.35,-0.51
"2012-01-09",4.53,2.45,-0.42
"2012-01-10",4.53,2.48,-0.37
"2012-01-11",4.97,2.89,0.01
"2012-01-12",5.24,3.36,0.8
"2012-01-13",5.76,3.81,1.23
"2012-01-16",5.79,3.85,1.33
"2012-01-17",5.89,4.05,1.66
"2012-01-18",5.87,4.03,1.51
"2012-01-19",6.18,4.8,2.8
"2012-01-20",6.54,5.32,3.52
"2012-01-23",6.56,5.67,4.14
"2012-01-24",6.55,5.62,4.09
"2012-01-25",6.82,6,4.79
"2012-01-26",6.73,5.49,3.68
"2012-01-27",7.05,5.89,4.1
"2012-01-30",7.28,6,4.12
"2012-01-31",7.81,6.7,5.16
"2012-02-01",7.73,6.73,5.18
"2012-02-02",7.74,6.71,5.13
"2012-02-03",7.71,6.96,5.53
"2012-02-06",7.73,6.74,4.99
"2012-02-07",6.97,5.77,3.57
"2012-02-08",7.26,6.11,4.07
"2012-02-09",7.11,6.14,4.24
"2012-02-10",7.4,6.23,4.21
"2012-02-13",7.18,5.97,3.91
"2012-02-14",7.08,5.65,3.27
"2012-02-15",7.46,6.24,4.14
"2012-02-16",7.24,6.12,4.26
"2012-02-17",6.83,5.81,3.95
"2012-02-20",6.92,5.92,4.11
"2012-02-21",6.91,6,4.24
"2012-02-22",7.47,6.73,5.26
"2012-02-23",8.21,7.78,6.81
"2012-02-24",8.23,7.84,6.89
"2012-02-27",7.89,7.11,5.62
"2012-02-28",7.59,6.63,4.9
"2012-02-29",7.73,6.93,5.36
"2012-03-01",8.2,7.79,6.8
"2012-03-02",8.51,7.77,6.4
"2012-03-05",8.4,7.74,6.44
"2012-03-06",8.43,7.56,6.07
"2012-03-07",8.2,7.23,5.73
"2012-03-08",8.38,7.61,6.25
"2012-03-09",9.2,8.95,8.39
"2012-03-12",9.48,9.25,8.71
"2012-03-13",10.54,11.26,11.95
"2012-03-14",10.95,12.31,13.83
"2012-03-15",10.92,12.45,14.09
"2012-03-16",10.57,12.03,13.45
"2012-03-19",10.57,12.02,13.43
"2012-03-20",9.83,10.75,11.41
"2012-03-21",10.28,11.19,11.91
"2012-03-22",10.03,10.59,10.98
"2012-03-23",9.71,10.07,10.23
"2012-03-26",9.6,10.03,10.24
"2012-03-27",9.91,10.27,10.4
"2012-03-28",9.66,9.73,9.51
"2012-03-29",9.29,9.06,8.4
"2012-03-30",9.54,9.53,9.32
"2012-04-02",9.69,9.75,9.53
"2012-04-03",9.39,9.46,9.23
"2012-04-04",9.29,9.19,8.76
"2012-04-05",9.63,9.66,9.64
"2012-04-06",9.51,9.49,9.4
"2012-04-09",9.82,9.78,9.75
"2012-04-10",9.25,8.77,8.22
"2012-04-11",9.46,9.23,9.36
"2012-04-12",9.57,9.43,9.59
"2012-04-13",9.58,9.34,9.31
"2012-04-16",9.26,8.93,8.83
"2012-04-17",9.4,9.26,9.49
"2012-04-18",9.49,9.39,9.59
"2012-04-19",9.23,8.89,8.86
"2012-04-20",8.88,8.46,8.37
"2012-04-23",8.51,7.78,7.22
"2012-04-24",8.51,7.84,7.38
"2012-04-25",8.62,8.07,7.76
"2012-04-26",8.75,8.24,7.95
"2012-04-27",8.98,8.62,8.54
"2012-04-30",8.85,8.48,8.28
"2012-05-01",8.96,8.62,8.44
"2012-05-02",9.5,9.36,9.66
"2012-05-03",9.73,9.67,10.13
"2012-05-04",8.9,8.36,8.08
"2012-05-07",8.55,7.82,7.22
"2012-05-08",8.01,6.94,5.8
"2012-05-09",7.74,6.66,5.53
"2012-05-10",7.73,6.62,5.52
"2012-05-11",7.84,6.76,5.73
"2012-05-14",7.53,6.38,5.2
"2012-05-15",7.75,6.76,5.98
"2012-05-16",7.58,6.57,5.74
"2012-05-17",7.37,6.2,5.2
"2012-05-18",6.56,4.96,3.36
"2012-05-21",6.32,4.73,3.2
"2012-05-22",7.01,5.79,4.75
"2012-05-23",7.13,6,5.04
"2012-05-24",7.22,6.22,5.42
"2012-05-25",7.05,6.11,5.3
"2012-05-28",7.04,6.17,5.42
"2012-05-29",7.52,6.88,6.46
"2012-05-30",7.22,6.4,5.7
"2012-05-31",7.57,6.99,6.7
"2012-06-01",7.29,6.28,5.44
"2012-06-04",7.7,7.04,6.68
"2012-06-05",8.01,7.6,7.53
"2012-06-06",8.54,8.41,8.94
"2012-06-07",8.63,8.65,9.27
"2012-06-08",8.71,8.74,9.3
"2012-06-11",8.48,8.52,9.02
"2012-06-12",8.56,8.77,9.48
"2012-06-13",8.34,8.29,8.69
"2012-06-14",8.13,8.11,8.48
"2012-06-15",8.46,8.55,8.97
"2012-06-18",9.11,9.49,10.28
"2012-06-19",9.29,9.71,10.64
"2012-06-20",8.98,9.13,9.6
"2012-06-21",9.07,9.15,9.62
"2012-06-22",8.85,9.13,9.78
"2012-06-25",8.53,8.55,8.73
"2012-06-26",8.91,9.09,9.65
"2012-06-27",9.36,9.56,10.17
"2012-06-28",9.36,9.27,9.38
"2012-06-29",9.48,9.34,9.58
"2012-07-02",9.92,9.78,10.04
"2012-07-03",10.23,10.27,10.77
"2012-07-04",10,9.99,10.32
"2012-07-05",10.02,10.09,10.5
"2012-07-06",10.04,9.83,9.92
"2012-07-09",9.38,9.22,9.15
"2012-07-10",9.31,9.25,9.38
"2012-07-11",9.39,9.23,9.22
"2012-07-12",9.71,9.61,9.61
"2012-07-13",10.24,10.4,10.79
"2012-07-16",10.18,10.33,10.64
"2012-07-17",10.39,10.64,11.18
"2012-07-18",10.82,11.12,11.6
"2012-07-19",11.18,11.51,12.08
"2012-07-20",11.47,11.59,12.01
"2012-07-23",10.45,10.24,10.01
"2012-07-24",10.09,9.83,9.71
"2012-07-25",10.08,9.9,9.9
"2012-07-26",10.3,10.33,10.7
"2012-07-27",10.51,10.9,11.7
"2012-07-30",10.93,11.88,13.43
"2012-07-31",10.71,11.42,12.5
"2012-08-01",10.88,12.11,13.94
"2012-08-02",11.45,13.06,15.36
"2012-08-03",12.43,14.97,18.71
"2012-08-06",13.68,16.77,21.26
"2012-08-07",15.18,19.46,25.87
"2012-08-08",15.34,19.45,24.97
"2012-08-09",15.73,20.42,27.08
"2012-08-10",15.52,19.62,25.28
"2012-08-13",14.56,18.09,22.62
"2012-08-14",14.85,18.56,23.56
"2012-08-15",14.57,18.31,23.39
"2012-08-16",14.5,18.51,23.85
"2012-08-17",15.5,20.48,27.63
"2012-08-20",16.33,21.7,29.34
"2012-08-21",16.23,21.46,28.85
"2012-08-22",15.77,20.29,26.53
"2012-08-23",15.72,19.71,25.2
"2012-08-24",15.98,20.31,26.13
"2012-08-27",15.83,20.12,25.83
"2012-08-28",15.84,19.78,25.03
"2012-08-29",15.03,18.69,23.33
"2012-08-30",14.36,17.33,21.13
"2012-08-31",13.96,16.85,20.54
"2012-09-03",14.26,17.76,22.31
"2012-09-04",14.74,18.46,23.52
"2012-09-05",14.94,19.05,24.15
"2012-09-06",14.92,18.73,23.33
"2012-09-07",14.56,18.04,22.31
"2012-09-10",14.3,17.96,22.56
"2012-09-11",14.59,18.42,23.07
"2012-09-12",14.62,18.21,22.52
"2012-09-13",14.71,18.11,22.17
"2012-09-14",14.79,17.96,21.73
"2012-09-17",13.93,16.62,19.67
"2012-09-18",14,17.04,20.57
"2012-09-19",14.4,17.51,21.15
"2012-09-20",15.29,18.93,23.49
"2012-09-21",16.08,20.51,26.19
"2012-09-24",16.45,20.76,26.24
"2012-09-25",16.2,20.12,24.93
"2012-09-26",15.78,18.82,22.49
"2012-09-27",16.29,19.73,24.13
"2012-09-28",16.28,19.67,23.89
"2012-09-30",16.16,19.67,24.05
"2012-10-01",16.7,20.75,25.93
"2012-10-02",17.02,21.17,26.43
"2012-10-03",17.01,20.86,25.5
"2012-10-04",16.54,20.01,24.2
"2012-10-05",16.56,20.15,24.55
"2012-10-08",16.39,19.64,23.55
"2012-10-09",16.07,19.03,22.6
"2012-10-10",15.77,18.36,21.56
"2012-10-11",15.41,17.92,21.18
"2012-10-12",15.45,17.8,20.75
"2012-10-15",15.41,18.01,21.46
"2012-10-16",15.02,17.67,21
"2012-10-17",15.06,17.91,21.56
"2012-10-18",15.12,18,21.63
"2012-10-19",14.95,17.37,20.41
"2012-10-22",14.17,16.09,18.48
"2012-10-23",14.1,16.3,19.11
"2012-10-24",13.78,15.86,18.57
"2012-10-25",13.57,15.27,17.71
"2012-10-26",13.36,14.92,17.41
"2012-10-29",13.52,15.23,18.03
"2012-10-30",12.86,15.11,18.17
"2012-10-31",13.19,15.35,18.17
"2012-11-01",13.05,14.96,17.52
"2012-11-02",13.28,15.45,18.43
"2012-11-05",13.44,15.75,18.9
"2012-11-06",13.4,15.7,18.81
"2012-11-07",13.34,15.64,18.73
"2012-11-08",13.59,15.88,18.86
"2012-11-09",13.42,15.57,18.29
"2012-11-12",13.19,15.08,17.58
"2012-11-13",12.97,14.74,17.02
"2012-11-14",12.73,14.32,16.31
"2012-11-15",12.98,14.46,16.4
"2012-11-16",13.68,15.39,17.65
"2012-11-19",14.67,17.26,20.86
"2012-11-20",14.96,17.75,21.44
"2012-11-21",15.39,18.46,22.43
"2012-11-22",15.58,18.78,22.71
"2012-11-23",16.26,19.28,23.03
"2012-11-26",15.43,17.83,20.52
"2012-11-27",15.48,17.75,20.5
"2012-11-28",14.78,16.55,18.49
"2012-11-29",14.92,16.87,19.17
"2012-11-30",14.42,16.21,18.22
"2012-12-03",14.22,15.78,17.58
"2012-12-04",13.99,15.5,17.26
"2012-12-05",13.59,15.07,16.84
"2012-12-06",13.94,15.87,18.21
"2012-12-07",14.41,16.19,18.38
"2012-12-10",14.14,16.19,18.73
"2012-12-11",13.94,15.98,18.31
"2012-12-12",13.86,16.23,18.85
"2012-12-13",13.65,15.87,18.18
"2012-12-14",13.34,15.55,17.78
"2012-12-17",13.43,15.87,18.39
"2012-12-18",13.41,15.56,17.67
"2012-12-19",13.11,15.01,16.89
"2012-12-20",13.08,14.9,16.67
"2012-12-21",12.92,14.42,15.76
"2012-12-24",12.95,14.46,15.83
"2012-12-25",12.92,14.41,15.75
"2012-12-26",12.45,14,15.37
"2012-12-27",11.78,13.04,13.99
"2012-12-28",11.84,13.12,14.05
"2012-12-31",12.04,13.45,14.63
"2013-01-01",11.83,13.09,14.04
"2013-01-02",12.49,14.07,15.61
"2013-01-03",12.51,14.25,15.97
"2013-01-04",12.32,14.19,15.96
"2013-01-07",12.07,13.81,15.29
"2013-01-08",12.03,13.76,15.16
"2013-01-09",12.12,13.77,15.08
"2013-01-10",11.52,12.98,13.97
"2013-01-11",11.55,13.05,14.08
"2013-01-14",11.1,12.62,13.59
"2013-01-15",11.24,12.78,13.84
"2013-01-16",11.21,12.63,13.58
"2013-01-17",11.11,12.59,13.7
"2013-01-18",11.38,12.79,13.91
"2013-01-21",11.51,12.86,14.01
"2013-01-22",11.82,13.13,14.37
"2013-01-23",11.83,13.14,14.44
"2013-01-24",11.4,12.68,13.82
"2013-01-25",10.88,12.44,13.88
"2013-01-28",10.52,12.09,13.48
"2013-01-29",10.54,12.38,14.17
"2013-01-30",9.97,11.64,13.04
"2013-01-31",9.73,10.98,12.05
"2013-02-01",9.81,11.04,12.21
"2013-02-04",9.44,10.11,10.62
"2013-02-05",9.24,10.03,10.77
"2013-02-06",9.83,10.75,11.79
"2013-02-07",10.04,10.99,12.17
"2013-02-08",10.53,11.58,13.06
"2013-02-11",10.13,11.24,12.62
"2013-02-12",9.99,11.04,12.24
"2013-02-13",9.6,10.74,11.99
"2013-02-14",9.77,10.95,12.26
"2013-02-15",9.82,10.87,11.94
"2013-02-18",9.95,10.91,11.94
"2013-02-19",10.19,11.33,12.69
"2013-02-20",10.25,11.36,12.71
"2013-02-21",10.23,11.45,12.95
"2013-02-22",10.4,11.74,13.45
"2013-02-25",10.35,11.5,12.98
"2013-02-26",10.17,11.46,13.12
"2013-02-27",10.45,11.92,13.9
"2013-02-28",10.78,12.36,14.54
"2013-03-01",10.91,12.37,14.34
"2013-03-04",10.62,12.19,14.28
"2013-03-05",11.04,12.95,15.57
"2013-03-06",11.37,13.79,16.94
"2013-03-07",10.94,13.23,15.97
"2013-03-08",11.08,13.51,16.49
"2013-03-11",10.6,12.71,15.14
"2013-03-12",10.47,12.58,14.99
"2013-03-13",10.39,12.22,14.39
"2013-03-14",10.76,12.46,14.65
"2013-03-15",10.74,12.21,14.16
"2013-03-18",11.13,12.53,14.52
"2013-03-19",11.31,12.68,14.71
"2013-03-20",11.57,13.23,15.7
"2013-03-21",11.12,12.84,15.24
"2013-03-22",11.03,12.93,15.45
"2013-03-25",11.43,13.58,16.35
"2013-03-26",11.43,13.32,15.82
"2013-03-27",11.63,13.72,16.55
"2013-03-28",11.75,14.1,17.25
"2013-03-29",11.78,14.27,17.57
"2013-04-01",11.64,13.98,16.96
"2013-04-02",11.21,13.29,15.87
"2013-04-03",11.18,13.08,15.47
"2013-04-04",11.34,13.21,15.61
"2013-04-05",10.68,12.06,13.65
"2013-04-08",11.04,12.63,14.51
"2013-04-09",10.79,12.54,14.45
"2013-04-10",11.9,14.56,17.62
"2013-04-11",12.26,15.06,18.11
"2013-04-12",12.03,14.52,17.18
"2013-04-15",11.33,13.51,15.76
"2013-04-16",11.25,13.42,15.56
"2013-04-17",10.88,12.76,14.38
"2013-04-18",10.77,12.56,14.17
"2013-04-19",11.13,13.14,15.02
"2013-04-22",11.53,13.73,15.77
"2013-04-23",12.4,15.24,18.17
"2013-04-24",12.65,15.54,18.56
"2013-04-25",12.43,15.17,18.01
"2013-04-26",12.2,14.73,17.33
"2013-04-29",12.1,14.55,17.01
"2013-04-30",12.08,14.6,17.08
"2013-05-01",12,14.43,16.84
"2013-05-02",12.04,14.45,16.92
"2013-05-03",12.22,15.04,17.93
"2013-05-06",12.56,15.73,19.07
"2013-05-07",12.67,16.05,19.61
"2013-05-08",12.96,16.45,20.18
"2013-05-09",13.06,16.47,20.12
"2013-05-10",13.02,16.84,20.72
"2013-05-13",13,16.83,20.81
"2013-05-14",13.52,17.66,22.13
"2013-05-15",14.09,18.65,23.56
"2013-05-16",14.38,18.95,23.83
"2013-05-17",14.73,19.61,24.89
"2013-05-20",15.46,20.93,26.91
"2013-05-21",15.35,20.7,26.38
"2013-05-22",14.59,19.58,24.69
"2013-05-23",14.05,18.72,23.39
"2013-05-24",13.71,18.05,22.31
"2013-05-27",13.58,17.81,21.96
"2013-05-28",13.7,18.35,22.9
"2013-05-29",12.53,16.65,20.4
"2013-05-30",12.44,16.61,20.43
"2013-05-31",11.99,16.08,19.73
"2013-06-03",12.24,16.68,21
"2013-06-04",12.41,17.02,21.56
"2013-06-05",11.77,15.85,19.78
"2013-06-06",10.94,14.5,17.64
"2013-06-07",11.24,15.07,18.66
"2013-06-10",10.79,14.56,18.15
"2013-06-11",10.33,13.97,17.52
"2013-06-12",10,13.27,16.32
"2013-06-13",10.51,13.98,17.25
"2013-06-14",10.7,14.08,17.42
"2013-06-17",10.66,14.25,17.65
"2013-06-18",10.15,13.59,16.78
"2013-06-19",9.76,13.15,16.17
"2013-06-20",8.33,11.53,14.15
"2013-06-21",7.74,11.09,14.08
"2013-06-24",6.95,10.14,12.93
"2013-06-25",7.5,10.95,14.37
"2013-06-26",8.23,11.75,15.23
"2013-06-27",8.5,12.09,15.58
"2013-06-28",8.62,12.31,15.92
"2013-06-30",8.34,11.87,15.23
"2013-07-01",7.98,11.55,15
"2013-07-02",7.76,11.11,14.22
"2013-07-03",7.39,10.56,13.53
"2013-07-04",7.36,10.59,13.39
"2013-07-05",7.33,10.96,14.13
"2013-07-08",7.83,11.64,15.15
"2013-07-09",8.2,12.24,15.96
"2013-07-10",8.25,12.54,16.57
"2013-07-11",8.38,12.61,16.69
"2013-07-12",8.17,12.24,15.97
"2013-07-15",8.34,12.6,16.62
"2013-07-16",8.05,12.1,15.79
"2013-07-17",7.83,11.71,15.33
"2013-07-18",7.86,11.8,15.44
"2013-07-19",7.85,11.81,15.52
"2013-07-22",8.36,12.55,16.65
"2013-07-23",8.41,12.65,16.66
"2013-07-24",8.33,12.69,16.82
"2013-07-25",8.03,12.42,16.47
"2013-07-26",7.65,11.56,15.06
"2013-07-29",7.18,10.9,14.08
"2013-07-30",7.39,11.33,14.92
"2013-07-31",7.65,11.77,15.59
"2013-08-01",7.86,12.34,16.64
"2013-08-02",7.87,12.17,16.19
"2013-08-05",7.76,12.14,16.3
"2013-08-06",7.43,11.49,15.24
"2013-08-07",6.93,10.66,14.04
"2013-08-08",6.49,9.95,13.18
"2013-08-09",6.67,10.35,13.63
"2013-08-12",7.01,10.87,14.4
"2013-08-13",6.71,10.61,14.13
"2013-08-14",6.67,10.48,13.88
"2013-08-15",6.09,9.69,12.8
"2013-08-16",5.2,8.35,10.82
"2013-08-19",4.85,8.09,10.62
"2013-08-20",5,8.16,10.94
"2013-08-21",4.9,8.22,11.17
"2013-08-22",5.27,9.11,12.5
"2013-08-23",5.33,9.08,12.35
"2013-08-26",5.38,9.09,12.35
"2013-08-27",4.9,8.19,10.77
"2013-08-28",4.68,7.87,10.4
"2013-08-29",5.27,8.85,11.97
