"","4Fundos DEF","4Fundos EW","4Fundos AGR"
"2010-08-30",114.39,107.7,94.6
"2010-08-31",114.33,107.48,94.21
"2010-09-01",114.73,108.42,95.63
"2010-09-02",114.87,108.71,96.12
"2010-09-03",114.9,108.95,96.51
"2010-09-06",115.02,109.14,96.74
"2010-09-07",115.47,109.5,97.08
"2010-09-08",115.41,109.6,97.24
"2010-09-09",115.43,109.83,97.72
"2010-09-10",115.41,109.91,97.88
"2010-09-13",115.59,110.07,98.09
"2010-09-14",115.68,109.99,97.77
"2010-09-15",115.59,109.91,97.7
"2010-09-16",115.1,109.3,96.94
"2010-09-17",115.41,109.68,97.47
"2010-09-20",115.85,110.33,98.31
"2010-09-21",115.9,110.17,97.97
"2010-09-22",115.33,109.14,96.38
"2010-09-23",115.49,109.27,96.52
"2010-09-24",115.6,109.59,97.07
"2010-09-27",115.8,109.72,97.14
"2010-09-28",115.85,109.64,96.97
"2010-09-29",115.87,109.71,97.01
"2010-09-30",115.75,109.56,96.81
"2010-10-01",115.47,109.15,96.29
"2010-10-04",115.54,109.12,96.11
"2010-10-05",115.83,109.53,96.66
"2010-10-06",115.97,109.56,96.56
"2010-10-07",116.02,109.68,96.69
"2010-10-08",116.19,109.83,96.86
"2010-10-11",116.46,110.26,97.38
"2010-10-12",116.55,110.37,97.47
"2010-10-13",116.77,110.71,97.94
"2010-10-14",116.61,110.49,97.62
"2010-10-15",116.59,110.57,97.86
"2010-10-18",116.68,110.71,98.09
"2010-10-19",116.61,110.68,98.08
"2010-10-20",116.43,110.4,97.69
"2010-10-21",116.44,110.49,97.96
"2010-10-22",116.71,110.96,98.42
"2010-10-25",116.89,111.23,98.77
"2010-10-26",116.85,111.28,98.96
"2010-10-27",116.48,110.89,98.57
"2010-10-28",116.46,110.71,98.3
"2010-10-29",116.79,111.03,98.64
"2010-10-31",116.79,111.03,98.64
"2010-11-01",116.91,111.19,98.72
"2010-11-02",116.95,111.18,98.67
"2010-11-03",117.03,111.23,98.68
"2010-11-04",117.51,111.74,99.34
"2010-11-05",118,112.64,100.47
"2010-11-08",118.17,112.97,100.97
"2010-11-09",117.87,112.74,100.77
"2010-11-10",118.03,113.02,101.34
"2010-11-11",118.06,113.07,101.5
"2010-11-12",117.31,112.31,100.64
"2010-11-15",117.22,112.59,101.28
"2010-11-16",116.7,111.77,100.17
"2010-11-17",116.8,111.94,100.44
"2010-11-18",117.21,112.72,101.64
"2010-11-19",117.14,112.57,101.38
"2010-11-22",117.63,113.11,102
"2010-11-23",117.63,113,101.84
"2010-11-24",117.85,113.72,103.07
"2010-11-25",117.89,113.78,103.23
"2010-11-26",118.13,114.2,103.83
"2010-11-29",118.07,114.11,103.74
"2010-11-30",118.19,114.15,103.82
"2010-12-01",118.33,114.79,104.96
"2010-12-02",118.52,115.16,105.47
"2010-12-03",118.42,114.93,105.03
"2010-12-06",119,115.57,105.82
"2010-12-07",118.72,115.66,106.12
"2010-12-08",118.51,115.59,106.21
"2010-12-09",118.7,115.81,106.45
"2010-12-10",118.72,115.96,106.65
"2010-12-13",118.36,115.4,105.92
"2010-12-14",118.23,115.49,106.12
"2010-12-15",118.09,115.4,106.12
"2010-12-16",118.48,115.97,106.93
"2010-12-17",119.06,116.5,107.45
"2010-12-20",119.31,116.81,107.81
"2010-12-21",119.59,117.21,108.32
"2010-12-22",119.89,117.57,108.73
"2010-12-23",119.83,117.54,108.72
"2010-12-24",119.79,117.49,108.65
"2010-12-27",119.79,117.49,108.65
"2010-12-28",119.79,117.49,108.65
"2010-12-29",119.75,117.35,108.47
"2010-12-30",119.48,116.84,107.65
"2010-12-31",119.3,116.46,106.99
"2011-01-03",119.5,116.77,107.45
"2011-01-04",119.91,117.28,108.12
"2011-01-05",120.21,117.93,109.01
"2011-01-06",120.42,118.19,109.44
"2011-01-07",120.64,118.34,109.63
"2011-01-10",120.58,118.24,109.48
"2011-01-11",120.8,118.65,110.1
"2011-01-12",120.72,118.56,110.04
"2011-01-13",120.15,117.58,108.48
"2011-01-14",120.09,117.57,108.51
"2011-01-16",120.09,117.57,108.51
"2011-01-17",120.15,117.67,108.61
"2011-01-18",120.18,117.75,108.75
"2011-01-19",119.71,116.92,107.48
"2011-01-20",119.19,116.31,106.7
"2011-01-21",118.91,115.73,105.83
"2011-01-24",118.95,115.76,105.77
"2011-01-25",119.1,115.87,105.74
"2011-01-26",119.32,116.31,106.47
"2011-01-27",119.26,116.18,106.31
"2011-01-28",119.07,115.86,105.84
"2011-01-31",118.77,115.43,105.27
"2011-02-01",119.1,115.96,106.04
"2011-02-02",119.2,116.17,106.28
"2011-02-03",119.64,116.79,107.2
"2011-02-04",119.82,117.17,107.8
"2011-02-07",120.25,117.79,108.66
"2011-02-08",119.93,117.44,108.18
"2011-02-09",119.89,117.28,107.91
"2011-02-10",119.88,117.35,108.05
"2011-02-11",120.26,117.85,108.72
"2011-02-14",120.7,118.51,109.64
"2011-02-15",120.57,118.26,109.3
"2011-02-16",120.76,118.49,109.51
"2011-02-17",121.03,118.72,109.72
"2011-02-18",120.91,118.57,109.46
"2011-02-21",120.76,118.33,109.07
"2011-02-22",120.21,117.42,107.73
"2011-02-23",119.56,116.45,106.34
"2011-02-24",119.32,116.07,105.77
"2011-02-25",120.01,117.1,107.25
"2011-02-28",120.36,117.59,107.85
"2011-03-01",120.15,117.25,107.35
"2011-03-02",119.9,116.85,106.76
"2011-03-03",119.97,117.2,107.43
"2011-03-04",119.91,116.98,107
"2011-03-07",119.63,116.53,106.4
"2011-03-08",119.99,117.08,107.17
"2011-03-09",120.05,117.13,107.24
"2011-03-10",119.74,116.59,106.37
"2011-03-11",119.54,116.26,105.89
"2011-03-14",118.74,114.91,103.94
"2011-03-15",117.97,113.79,102.3
"2011-03-16",118,113.75,102.25
"2011-03-17",118.11,113.94,102.57
"2011-03-18",118.02,113.87,102.47
"2011-03-21",118.57,114.75,103.67
"2011-03-22",118.48,114.61,103.51
"2011-03-23",118.75,115.01,104.02
"2011-03-24",119.01,115.35,104.5
"2011-03-25",119.35,115.9,105.25
"2011-03-28",119.2,115.71,105.04
"2011-03-29",119.41,116.04,105.48
"2011-03-30",119.81,116.61,106.33
"2011-03-31",119.56,116.21,105.69
"2011-04-01",119.78,116.56,106.31
"2011-04-04",119.93,116.68,106.34
"2011-04-05",120.01,116.81,106.53
"2011-04-06",119.79,116.45,105.95
"2011-04-07",119.78,116.39,105.84
"2011-04-08",119.55,116.05,105.37
"2011-04-11",119.43,115.86,105.08
"2011-04-12",119.13,115.33,104.19
"2011-04-13",119.28,115.58,104.61
"2011-04-14",119.46,115.83,104.92
"2011-04-15",119.89,116.41,105.66
"2011-04-18",119.94,116.45,105.65
"2011-04-19",119.9,116.34,105.53
"2011-04-20",120.13,116.75,106.09
"2011-04-21",120.32,116.98,106.35
"2011-04-22",120.38,117.07,106.49
"2011-04-25",120.33,117,106.39
"2011-04-26",120.56,117.28,106.67
"2011-04-27",120.65,117.43,106.88
"2011-04-28",120.65,117.4,106.82
"2011-04-29",120.83,117.52,106.93
"2011-05-02",120.86,117.57,107.01
"2011-05-03",120.56,117.17,106.27
"2011-05-04",120.2,116.61,105.47
"2011-05-05",120.7,117.3,106.42
"2011-05-06",121.16,117.97,107.38
"2011-05-09",121.56,118.62,108.34
"2011-05-10",121.78,118.94,108.74
"2011-05-11",121.85,119.04,108.94
"2011-05-12",121.83,119.05,108.92
"2011-05-13",121.85,119.05,108.9
"2011-05-16",121.49,118.46,107.98
"2011-05-17",121.36,118.2,107.64
"2011-05-18",121.47,118.43,107.95
"2011-05-19",121.6,118.59,108.21
"2011-05-20",121.91,118.97,108.67
"2011-05-23",121.6,118.48,107.95
"2011-05-24",121.37,118.15,107.52
"2011-05-25",121.55,118.39,107.86
"2011-05-26",121.9,118.76,108.32
"2011-05-27",121.92,118.7,108.2
"2011-05-30",121.9,118.68,108.16
"2011-05-31",122.09,118.93,108.52
"2011-06-01",121.85,118.42,107.67
"2011-06-02",121.43,117.86,106.9
"2011-06-03",120.72,116.7,105.24
"2011-06-06",120.45,116.26,104.65
"2011-06-07",120.21,116.05,104.4
"2011-06-08",120.03,115.75,104
"2011-06-09",120.38,116.28,104.76
"2011-06-10",120.46,116.23,104.58
"2011-06-13",120.36,116.13,104.49
"2011-06-14",120.25,116.16,104.67
"2011-06-15",120.53,116.39,104.88
"2011-06-16",120.54,116.34,104.85
"2011-06-17",120.23,115.91,104.3
"2011-06-20",120.23,115.96,104.35
"2011-06-21",120.56,116.49,105.14
"2011-06-22",120.56,116.44,104.96
"2011-06-23",120.77,116.45,104.82
"2011-06-24",121.06,116.88,105.44
"2011-06-27",120.56,116.33,104.78
"2011-06-28",120.54,116.5,105.17
"2011-06-29",120.61,116.82,105.82
"2011-06-30",120.79,117.2,106.27
"2011-07-01",121.08,117.72,107.01
"2011-07-04",121.18,117.87,107.18
"2011-07-05",121.55,118.35,107.79
"2011-07-06",122.09,119.02,108.64
"2011-07-07",122.18,119.34,109.17
"2011-07-08",122.68,119.64,109.37
"2011-07-11",122.99,119.82,109.39
"2011-07-12",122.86,119.65,109.16
"2011-07-13",122.64,119.33,108.8
"2011-07-14",122.48,119.12,108.51
"2011-07-15",122.64,119.2,108.56
"2011-07-18",122.43,118.83,107.95
"2011-07-19",122.45,118.93,108.23
"2011-07-20",122.37,118.98,108.37
"2011-07-21",122.01,118.73,108.09
"2011-07-22",122.54,119.34,108.89
"2011-07-25",122.65,119.42,108.83
"2011-07-26",122.39,118.92,108.07
"2011-07-27",122.4,118.72,107.64
"2011-07-28",122.47,118.72,107.54
"2011-07-29",122.48,118.32,106.72
"2011-08-01",122.66,118.61,107.16
"2011-08-02",122.36,117.7,105.55
"2011-08-03",121.84,116.81,104.27
"2011-08-04",121.02,115.23,101.89
"2011-08-05",119.91,113.67,99.94
"2011-08-08",118.37,111.28,96.57
"2011-08-09",118.45,111.64,97.69
"2011-08-10",118.44,111.23,96.66
"2011-08-11",118.73,111.99,98.04
"2011-08-12",119.4,113.01,99.59
"2011-08-15",119.24,112.8,99.15
"2011-08-16",119.44,113.03,99.36
"2011-08-17",119.69,113.19,99.45
"2011-08-18",118.98,111.74,97.01
"2011-08-19",118.13,110.52,95.52
"2011-08-22",117.97,110.34,95.35
"2011-08-23",118.32,111.09,96.61
"2011-08-24",118.21,111.28,97.08
"2011-08-25",118.05,110.89,96.6
"2011-08-26",118.28,111.14,96.92
"2011-08-29",118.28,111.4,97.4
"2011-08-30",119.19,112.59,98.98
"2011-08-31",119.73,113.59,100.32
"2011-09-01",120.2,114.05,100.79
"2011-09-02",119.94,113.26,99.42
"2011-09-05",119.57,112.65,98.48
"2011-09-06",119.38,112.09,97.96
"2011-09-07",119.88,113.17,99.7
"2011-09-08",120.11,113.41,99.87
"2011-09-09",120.27,113.38,99.47
"2011-09-12",119.85,112.73,98.76
"2011-09-13",119.76,112.84,99.07
"2011-09-14",119.91,113.21,99.66
"2011-09-15",119.72,113.19,99.76
"2011-09-16",120.49,114.24,101.08
"2011-09-19",120.65,114.12,100.66
"2011-09-20",120.49,113.95,100.49
"2011-09-21",119.91,113,99.09
"2011-09-22",119.1,111.48,96.91
"2011-09-23",118.86,111.33,96.93
"2011-09-26",118.98,111.74,97.72
"2011-09-27",119.32,112.62,99.15
"2011-09-28",118.98,112.11,98.37
"2011-09-29",118.9,112.02,98.3
"2011-09-30",119.03,112.02,98.17
"2011-10-03",118.61,111.22,97.03
"2011-10-04",118.27,110.74,96.46
"2011-10-05",118.49,111.28,97.46
"2011-10-06",118.98,112.15,98.58
"2011-10-07",118.84,112.01,98.36
"2011-10-10",119.17,112.55,99.12
"2011-10-11",119.32,112.88,99.54
"2011-10-12",119.44,113.24,100.04
"2011-10-13",119.86,113.66,100.33
"2011-10-14",119.77,113.65,100.41
"2011-10-17",120.02,113.77,100.23
"2011-10-18",120.39,114.16,100.76
"2011-10-19",120.28,113.99,100.42
"2011-10-20",120.21,113.94,100.34
"2011-10-21",120.3,114.27,100.89
"2011-10-24",120.91,115.26,102.21
"2011-10-25",120.81,114.72,101.17
"2011-10-26",121.24,115.29,101.87
"2011-10-27",121.37,115.84,102.67
"2011-10-28",121.75,116.25,102.9
"2011-10-31",121.63,116.05,102.52
"2011-11-01",122.3,116.1,102.25
"2011-11-02",121.98,115.73,102.01
"2011-11-03",122.31,116.44,103.07
"2011-11-04",122.47,116.58,103.09
"2011-11-07",122.47,116.49,102.92
"2011-11-08",122.6,116.71,103.24
"2011-11-09",122.54,116.4,102.66
"2011-11-10",122.19,115.96,102.29
"2011-11-11",122.36,116.22,102.68
"2011-11-14",122.51,116.55,103.11
"2011-11-15",122.77,116.9,103.59
"2011-11-16",122.5,116.54,103.14
"2011-11-17",121.9,115.82,102.27
"2011-11-18",121.39,115.24,101.71
"2011-11-21",120.78,114.16,100.04
"2011-11-22",120.54,113.85,99.81
"2011-11-23",120.14,113.28,99.14
"2011-11-24",119.95,112.99,98.94
"2011-11-25",119.37,112.7,98.9
"2011-11-28",120.26,114.07,100.87
"2011-11-29",120.44,114.45,101.28
"2011-11-30",121.44,115.9,103.3
"2011-12-01",121.41,115.78,102.98
"2011-12-02",121.99,116.43,103.73
"2011-12-05",122.09,116.71,104.11
"2011-12-06",122.28,116.86,104.16
"2011-12-07",122.67,117.19,104.38
"2011-12-08",122.67,116.9,103.79
"2011-12-09",122.38,116.9,104.07
"2011-12-12",122.68,116.96,103.9
"2011-12-13",122.87,117.18,104.28
"2011-12-14",122.86,116.79,103.6
"2011-12-15",122.85,116.86,103.77
"2011-12-16",123.1,117.01,103.86
"2011-12-19",122.97,116.72,103.39
"2011-12-20",123.23,117.47,104.63
"2011-12-21",123.53,117.92,105.14
"2011-12-22",123.67,118.15,105.47
"2011-12-23",123.91,118.66,106.23
"2011-12-26",123.87,118.6,106.14
"2011-12-27",123.9,118.65,106.21
"2011-12-28",124.29,118.87,106.27
"2011-12-29",124.69,119.31,106.73
"2011-12-30",124.7,119.32,106.75
"2011-12-31",124.7,119.32,106.75
"2012-01-02",124.94,119.7,107.3
"2012-01-03",124.96,119.94,107.68
"2012-01-04",125.26,120.38,108.16
"2012-01-05",125.7,120.88,108.79
"2012-01-06",125.95,121.12,109.07
"2012-01-09",126.04,121.14,109.02
"2012-01-10",126.27,121.59,109.69
"2012-01-11",126.72,121.99,110.05
"2012-01-12",126.44,121.53,109.35
"2012-01-13",127.01,122.05,109.84
"2012-01-16",127.04,122.1,109.95
"2012-01-17",127.23,122.44,110.41
"2012-01-18",127.24,122.5,110.39
"2012-01-19",127.11,122.53,110.49
"2012-01-20",126.99,122.5,110.46
"2012-01-23",126.71,122.29,110.21
"2012-01-24",126.74,122.26,110.1
"2012-01-25",127.22,122.82,110.81
"2012-01-26",127.35,122.7,110.39
"2012-01-27",127.67,123.02,110.67
"2012-01-30",127.74,122.81,110.2
"2012-01-31",128.04,123.16,110.7
"2012-02-01",128.31,123.76,111.53
"2012-02-02",128.43,123.96,111.73
"2012-02-03",128.86,124.92,113.13
"2012-02-06",129.08,125.07,113.18
"2012-02-07",128.63,124.59,112.54
"2012-02-08",128.64,124.61,112.58
"2012-02-09",128.41,124.48,112.48
"2012-02-10",128.75,124.66,112.6
"2012-02-13",128.89,124.89,112.97
"2012-02-14",129.24,125.2,113.23
"2012-02-15",129.56,125.64,113.83
"2012-02-16",129.5,125.74,114.18
"2012-02-17",129.3,125.62,114.05
"2012-02-20",129.28,125.59,113.96
"2012-02-21",129.11,125.43,113.7
"2012-02-22",129.19,125.32,113.4
"2012-02-23",129.38,125.51,113.58
"2012-02-24",129.14,125.17,113.06
"2012-02-27",129.48,125.43,113.28
"2012-02-28",129.5,125.39,113.14
"2012-02-29",129.44,125.37,113.1
"2012-03-01",129.73,125.95,114.02
"2012-03-02",130.18,126.31,114.31
"2012-03-05",129.98,126.03,113.89
"2012-03-06",129.72,125.34,112.86
"2012-03-07",129.83,125.55,113.31
"2012-03-08",130.11,126.04,113.94
"2012-03-09",130.76,127.02,115.29
"2012-03-12",130.87,127.01,115.11
"2012-03-13",131.25,127.85,116.36
"2012-03-14",130.89,127.8,116.45
"2012-03-15",130.88,127.91,116.66
"2012-03-16",130.6,127.65,116.37
"2012-03-19",130.49,127.56,116.23
"2012-03-20",130.22,127.09,115.5
"2012-03-21",130.66,127.43,115.84
"2012-03-22",130.66,127.19,115.44
"2012-03-23",130.57,126.97,115.19
"2012-03-26",130.81,127.52,116.03
"2012-03-27",131.01,127.59,115.96
"2012-03-28",130.95,127.33,115.51
"2012-03-29",130.94,127.17,115.26
"2012-03-30",130.97,127.28,115.54
"2012-04-02",131.39,127.92,116.44
"2012-04-03",131.19,127.72,116.16
"2012-04-04",131.16,127.54,115.86
"2012-04-05",131.33,127.7,116.16
"2012-04-06",131.17,127.44,115.79
"2012-04-09",131.29,127.4,115.64
"2012-04-10",130.48,126.02,113.72
"2012-04-11",130.4,125.97,113.94
"2012-04-12",130.69,126.48,114.64
"2012-04-13",130.9,126.65,114.69
"2012-04-16",130.99,126.8,114.99
"2012-04-17",131.21,127.23,115.68
"2012-04-18",131.28,127.26,115.65
"2012-04-19",131.22,127.13,115.49
"2012-04-20",131.01,126.88,115.25
"2012-04-23",130.63,126.18,114.18
"2012-04-24",130.57,126.17,114.24
"2012-04-25",130.95,126.74,114.95
"2012-04-26",131.21,127.11,115.38
"2012-04-27",131.49,127.52,115.94
"2012-04-30",131.52,127.48,115.78
"2012-05-01",131.69,127.71,116.04
"2012-05-02",132.01,128.14,116.54
"2012-05-03",131.9,127.89,116.15
"2012-05-04",131.44,127.11,115.02
"2012-05-07",131.52,127.2,115.13
"2012-05-08",131.3,126.85,114.62
"2012-05-09",131.2,126.86,114.75
"2012-05-10",131.27,126.92,114.95
"2012-05-11",131.38,127.1,115.16
"2012-05-14",131.02,126.64,114.56
"2012-05-15",130.91,126.47,114.44
"2012-05-16",130.56,125.96,113.82
"2012-05-17",130.42,125.77,113.56
"2012-05-18",129.58,124.47,111.85
"2012-05-21",129.61,124.6,112.15
"2012-05-22",130.12,125.34,113.08
"2012-05-23",130.02,125.24,112.94
"2012-05-24",130.33,125.75,113.71
"2012-05-25",130.5,126.02,114.06
"2012-05-28",130.5,126.02,114.06
"2012-05-29",131.07,126.84,115.15
"2012-05-30",130.91,126.54,114.71
"2012-05-31",131.08,126.7,114.88
"2012-06-01",130.28,125.26,112.72
"2012-06-04",130.02,124.92,112.27
"2012-06-05",130.1,125.1,112.53
"2012-06-06",130.47,125.81,113.73
"2012-06-07",130.39,125.76,113.64
"2012-06-08",130.86,126.44,114.5
"2012-06-11",130.67,126.13,114.01
"2012-06-12",130.66,126.31,114.4
"2012-06-13",130.28,125.79,113.77
"2012-06-14",130.33,125.83,113.77
"2012-06-15",130.74,126.29,114.26
"2012-06-18",131.18,126.91,115.02
"2012-06-19",131.4,127.22,115.45
"2012-06-20",131.39,127.12,115.23
"2012-06-21",131.5,127.09,115.06
"2012-06-22",131.46,127.08,115.07
"2012-06-25",131.39,126.87,114.65
"2012-06-26",131.3,126.9,114.89
"2012-06-27",131.82,127.64,115.87
"2012-06-28",131.9,127.65,115.75
"2012-06-29",132.24,128.15,116.45
"2012-07-02",133.09,129.23,117.75
"2012-07-03",133.58,129.98,118.72
"2012-07-04",133.71,130.17,118.91
"2012-07-05",134.32,131.03,120.05
"2012-07-06",134.45,131.07,120
"2012-07-09",134.19,130.67,119.38
"2012-07-10",134.44,130.9,119.65
"2012-07-11",134.4,130.69,119.23
"2012-07-12",134.55,130.8,119.26
"2012-07-13",135.02,131.51,120.22
"2012-07-16",135.12,131.51,120.11
"2012-07-17",135.15,131.47,120.02
"2012-07-18",135.7,132.15,120.78
"2012-07-19",136.05,132.67,121.46
"2012-07-20",136.01,132.49,121.07
"2012-07-23",135.35,131.56,119.79
"2012-07-24",135.03,131.16,119.4
"2012-07-25",134.73,130.69,118.77
"2012-07-26",135.01,130.98,119.16
"2012-07-27",135.34,131.66,120.12
"2012-07-30",135.87,132.38,121.05
"2012-07-31",135.8,132.16,120.56
"2012-08-01",135.67,131.95,120.26
"2012-08-02",135.79,132.06,120.29
"2012-08-03",136.06,132.48,120.95
"2012-08-06",136.31,132.73,121.19
"2012-08-07",136.34,132.93,121.55
"2012-08-08",136.62,133.35,122.08
"2012-08-09",137.07,133.94,122.84
"2012-08-10",137.16,133.96,122.82
"2012-08-13",136.79,133.45,122.12
"2012-08-14",136.95,133.74,122.51
"2012-08-15",136.84,133.73,122.6
"2012-08-16",137.05,134.14,123.17
"2012-08-17",137.42,134.62,123.81
"2012-08-20",137.42,134.5,123.55
"2012-08-21",137.12,134.02,122.86
"2012-08-22",136.98,133.63,122.24
"2012-08-23",136.79,133.21,121.54
"2012-08-24",136.92,133.41,121.84
"2012-08-27",137,133.5,121.95
"2012-08-28",137.01,133.44,121.78
"2012-08-29",137.1,133.63,122.07
"2012-08-30",136.92,133.27,121.52
"2012-08-31",136.98,133.27,121.49
"2012-09-03",137.04,133.37,121.6
"2012-09-04",137.19,133.45,121.64
"2012-09-05",137.21,133.44,121.62
"2012-09-06",137.77,134.37,122.96
"2012-09-07",137.6,133.87,122.15
"2012-09-10",137.47,133.74,121.91
"2012-09-11",137.34,133.5,121.54
"2012-09-12",137.27,133.39,121.38
"2012-09-13",137.55,133.71,121.75
"2012-09-14",137.43,133.52,121.44
"2012-09-17",137.27,133.23,120.96
"2012-09-18",137.54,133.57,121.37
"2012-09-19",137.84,133.9,121.74
"2012-09-20",138.25,134.39,122.37
"2012-09-21",138.25,134.34,122.29
"2012-09-24",138.41,134.44,122.36
"2012-09-25",138.25,134.22,122.08
"2012-09-26",138.15,133.82,121.45
"2012-09-27",138.36,134.23,122.11
"2012-09-28",138.26,134.05,121.78
"2012-09-30",138.26,134.05,121.78
"2012-10-01",138.42,134.3,122.19
"2012-10-02",138.4,134.18,121.95
"2012-10-03",138.64,134.49,122.31
"2012-10-04",138.66,134.59,122.44
"2012-10-05",138.52,134.58,122.51
"2012-10-08",138.7,134.66,122.46
"2012-10-09",138.49,134.36,122.04
"2012-10-10",138.28,134.03,121.61
"2012-10-11",138.33,134.03,121.58
"2012-10-12",138.28,133.88,121.25
"2012-10-15",138.52,134.26,121.74
"2012-10-16",138.47,134.33,121.92
"2012-10-17",138.39,134.41,122.07
"2012-10-18",138.39,134.45,122.04
"2012-10-19",138.29,134.12,121.48
"2012-10-22",138.04,133.81,121.1
"2012-10-23",137.84,133.42,120.5
"2012-10-24",137.95,133.58,120.79
"2012-10-25",137.84,133.53,120.85
"2012-10-26",138.01,133.6,120.82
"2012-10-29",138.08,133.72,121
"2012-10-30",138.03,133.64,120.83
"2012-10-31",138.07,133.49,120.55
"2012-11-01",138.27,133.86,121.13
"2012-11-02",138.73,134.59,122.09
"2012-11-05",138.93,134.84,122.37
"2012-11-06",139.03,135.03,122.66
"2012-11-07",138.89,134.61,121.89
"2012-11-08",138.8,134.38,121.58
"2012-11-09",138.78,134.31,121.46
"2012-11-12",138.67,134.13,121.24
"2012-11-13",138.69,134.13,121.22
"2012-11-14",138.1,133.23,119.96
"2012-11-15",137.72,132.57,119.04
"2012-11-16",138,132.98,119.66
"2012-11-19",138.5,133.86,120.91
"2012-11-20",138.57,134.06,121.21
"2012-11-21",138.63,134.19,121.38
"2012-11-22",138.64,134.21,121.41
"2012-11-23",138.78,134.43,121.68
"2012-11-26",138.82,134.41,121.57
"2012-11-27",139.09,134.76,122.04
"2012-11-28",139.39,135.08,122.4
"2012-11-29",139.53,135.31,122.72
"2012-11-30",139.58,135.3,122.63
"2012-12-03",139.45,135.13,122.41
"2012-12-04",139.39,134.97,122.14
"2012-12-05",139.34,134.85,121.96
"2012-12-06",139.77,135.45,122.69
"2012-12-07",140.01,135.83,123.2
"2012-12-10",140.03,135.9,123.36
"2012-12-11",140,135.9,123.37
"2012-12-12",139.89,135.75,123.13
"2012-12-13",139.62,135.41,122.64
"2012-12-14",139.52,135.21,122.33
"2012-12-17",139.49,135.24,122.4
"2012-12-18",139.76,135.75,123.12
"2012-12-19",139.72,135.62,122.9
"2012-12-20",139.84,135.76,123.05
"2012-12-21",139.92,135.77,122.97
"2012-12-24",139.91,135.75,122.94
"2012-12-25",139.91,135.75,122.94
"2012-12-26",139.76,135.51,122.6
"2012-12-27",139.38,134.87,121.66
"2012-12-28",139.47,134.97,121.75
"2012-12-31",139.72,135.37,122.37
"2013-01-01",139.72,135.37,122.37
"2013-01-02",140.57,136.82,124.49
"2013-01-03",140.93,137.53,125.43
"2013-01-04",141.19,138.03,126.15
"2013-01-07",141.15,137.85,125.75
"2013-01-08",141.2,137.81,125.55
"2013-01-09",141.58,138.33,126.23
"2013-01-10",141.32,137.83,125.42
"2013-01-11",141.05,137.39,124.75
"2013-01-14",141.11,137.45,124.77
"2013-01-15",141.32,137.71,125.17
"2013-01-16",141.49,137.9,125.4
"2013-01-17",141.38,137.92,125.51
"2013-01-18",141.58,138.2,125.86
"2013-01-21",141.61,138.25,125.93
"2013-01-22",141.69,138.35,126.05
"2013-01-23",141.73,138.33,126
"2013-01-24",141.72,138.39,126.12
"2013-01-25",141.2,137.96,125.71
"2013-01-28",141.1,137.89,125.59
"2013-01-29",141.21,138.02,125.81
"2013-01-30",140.8,137.49,125.14
"2013-01-31",140.79,137.35,124.97
"2013-02-01",141.03,137.65,125.37
"2013-02-04",141.02,137.55,125.14
"2013-02-05",141.01,137.62,125.37
"2013-02-06",141.28,137.98,125.81
"2013-02-07",141.56,138.3,126.28
"2013-02-08",141.93,138.89,127.17
"2013-02-11",141.79,138.67,126.81
"2013-02-12",141.77,138.68,126.8
"2013-02-13",141.65,138.65,126.81
"2013-02-14",142.22,139.4,127.79
"2013-02-15",142.22,139.41,127.81
"2013-02-18",142.16,139.32,127.67
"2013-02-19",142.45,139.82,128.42
"2013-02-20",142.34,139.68,128.15
"2013-02-21",142.41,139.67,128.08
"2013-02-22",142.84,140.25,128.86
"2013-02-25",142.5,139.57,127.74
"2013-02-26",142.65,139.81,128.14
"2013-02-27",143.03,140.34,128.87
"2013-02-28",143.4,140.86,129.54
"2013-03-01",143.89,141.53,130.37
"2013-03-04",144,141.71,130.63
"2013-03-05",144.33,142.35,131.62
"2013-03-06",144.47,142.63,131.98
"2013-03-07",144.03,142.16,131.41
"2013-03-08",144.52,143.07,132.73
"2013-03-11",144.62,143.16,132.74
"2013-03-12",144.57,142.99,132.37
"2013-03-13",144.89,143.47,133.1
"2013-03-14",144.97,143.72,133.51
"2013-03-15",144.93,143.53,133.18
"2013-03-18",145.13,143.65,133.27
"2013-03-19",145.25,143.73,133.33
"2013-03-20",145.28,143.9,133.63
"2013-03-21",145.19,143.79,133.49
"2013-03-22",145.07,143.64,133.28
"2013-03-25",145.5,144.21,134.02
"2013-03-26",145.76,144.5,134.39
"2013-03-27",146.25,145.09,135.15
"2013-03-28",146.34,145.28,135.44
"2013-03-29",146.37,145.32,135.51
"2013-04-01",146.21,145.07,135.14
"2013-04-02",146.12,144.92,134.92
"2013-04-03",145.86,144.42,134.13
"2013-04-04",146.04,144.39,133.95
"2013-04-05",145.35,143.1,132.02
"2013-04-08",145.65,143.54,132.59
"2013-04-09",145.46,143.37,132.35
"2013-04-10",146.01,144.37,133.76
"2013-04-11",146.39,144.94,134.57
"2013-04-12",146.41,144.85,134.34
"2013-04-15",145.73,143.76,132.76
"2013-04-16",145.72,143.82,132.88
"2013-04-17",145.49,143.46,132.32
"2013-04-18",145.42,143.25,132.04
"2013-04-19",145.83,143.84,132.84
"2013-04-22",146.12,144.3,133.43
"2013-04-23",146.83,145.41,134.93
"2013-04-24",147.09,145.78,135.44
"2013-04-25",147.23,145.97,135.65
"2013-04-26",147.22,145.83,135.37
"2013-04-29",147.4,146.08,135.66
